Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	Isolation_Source	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_ID	SRA Study	id	type	type2
SRR10397325	AMPLICON	289	38216014	PRJNA580257	SAMN13207815	Metagenome or environmental	13048687	TEXAS A&M UNIVERSITY	12/12/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097592	USA	North America	USA: New York	Equus caballus	Illumina MiSeq	feces	42.165726 N 74.948051 W	Horse.64.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.64.Normals	Horse.64.Normals	SRP228480	64	Normals	
SRR10397326	AMPLICON	289	44500120	PRJNA580257	SAMN13207814	Metagenome or environmental	15215285	TEXAS A&M UNIVERSITY	3/12/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097591	USA	North America	USA: Florida	Equus caballus	Illumina MiSeq	feces	27.766279 N 81.686783 W	Horse.63.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.63.Normals	Horse.63.Normals	SRP228480	63	Normals	
SRR10397327	AMPLICON	290	36533416	PRJNA580257	SAMN13207813	Metagenome or environmental	12490749	TEXAS A&M UNIVERSITY	3/15/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097590	USA	North America	USA: Michigan	Equus caballus	Illumina MiSeq	feces	43.326618 N 84.536095 W	Horse.62.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.62.Normals	Horse.62.Normals	SRP228480	62	Normals	
SRR10397328	AMPLICON	289	32408232	PRJNA580257	SAMN13207812	Metagenome or environmental	11075434	TEXAS A&M UNIVERSITY	3/23/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097589	USA	North America	USA: Montana	Equus caballus	Illumina MiSeq	feces	46.921925 N 110.454353 W	Horse.61.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.61.Normals	Horse.61.Normals	SRP228480	61	Normals	
SRR10397329	AMPLICON	289	33396965	PRJNA580257	SAMN13207811	Metagenome or environmental	11375762	TEXAS A&M UNIVERSITY	5/7/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097588	USA	North America	USA: Virginia	Equus caballus	Illumina MiSeq	feces	37.769337 N 78.169968 W	Horse.60.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.60.Normals	Horse.60.Normals	SRP228480	60	Normals	
SRR10397330	AMPLICON	290	37316250	PRJNA580257	SAMN13207810	Metagenome or environmental	12725343	TEXAS A&M UNIVERSITY	6/25/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097587	USA	North America	USA: Kansas	Equus caballus	Illumina MiSeq	feces	38.526600 N 96.726486 W	Horse.6.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.6.Normals	Horse.6.Normals	SRP228480	6	Normals	
SRR10397331	AMPLICON	289	31088107	PRJNA580257	SAMN13207809	Metagenome or environmental	10597653	TEXAS A&M UNIVERSITY	3/15/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097586	USA	North America	USA: Michigan	Equus caballus	Illumina MiSeq	feces	43.326618 N 84.536095 W	Horse.59.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.59.Normals	Horse.59.Normals	SRP228480	59	Normals	
SRR10397332	AMPLICON	289	54609295	PRJNA580257	SAMN13207737	Metagenome or environmental	18793993	TEXAS A&M UNIVERSITY	8/26/17	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097585	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.108.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.108.Colitis.AAD	Horse.108.Colitis.AAD	SRP228480	108	Colitis	AAD
SRR10397333	AMPLICON	290	21407372	PRJNA580257	SAMN13207808	Metagenome or environmental	7346390	TEXAS A&M UNIVERSITY	4/12/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097584	USA	North America	USA: North Carolina	Equus caballus	Illumina MiSeq	feces	35.630066 N 79.806419 W	Horse.58.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.58.Normals	Horse.58.Normals	SRP228480	58	Normals	
SRR10397334	AMPLICON	289	20153626	PRJNA580257	SAMN13207807	Metagenome or environmental	6918072	TEXAS A&M UNIVERSITY	3/15/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097583	USA	North America	USA: Michigan	Equus caballus	Illumina MiSeq	feces	43.326618 N 84.536095 W	Horse.57.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.57.Normals	Horse.57.Normals	SRP228480	57	Normals	
SRR10397335	AMPLICON	290	45870747	PRJNA580257	SAMN13207806	Metagenome or environmental	15583100	TEXAS A&M UNIVERSITY	6/27/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097582	USA	North America	USA: Kansas	Equus caballus	Illumina MiSeq	feces	38.526600 N 96.726486 W	Horse.56.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.56.Normals	Horse.56.Normals	SRP228480	56	Normals	
SRR10397336	AMPLICON	290	29894368	PRJNA580257	SAMN13207805	Metagenome or environmental	10213172	TEXAS A&M UNIVERSITY	4/11/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097581	USA	North America	USA: California	Equus caballus	Illumina MiSeq	feces	36.116203 N 119.681564 W	Horse.55.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.55.Normals	Horse.55.Normals	SRP228480	55	Normals	
SRR10397337	AMPLICON	290	35148566	PRJNA580257	SAMN13207804	Metagenome or environmental	11947732	TEXAS A&M UNIVERSITY	4/3/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097580	USA	North America	USA: Georgia	Equus caballus	Illumina MiSeq	feces	33.040619 N 83.643074 W	Horse.54.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.54.Normals	Horse.54.Normals	SRP228480	54	Normals	
SRR10397338	AMPLICON	290	36538921	PRJNA580257	SAMN13207803	Metagenome or environmental	12450259	TEXAS A&M UNIVERSITY	4/11/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097579	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.53.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.53.Normals	Horse.53.Normals	SRP228480	53	Normals	
SRR10397339	AMPLICON	290	32058177	PRJNA580257	SAMN13207802	Metagenome or environmental	10950921	TEXAS A&M UNIVERSITY	3/23/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097578	USA	North America	USA: Montana	Equus caballus	Illumina MiSeq	feces	46.921925 N 110.454353 W	Horse.52.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.52.Normals	Horse.52.Normals	SRP228480	52	Normals	
SRR10397340	AMPLICON	289	18965600	PRJNA580257	SAMN13207801	Metagenome or environmental	6491296	TEXAS A&M UNIVERSITY	6/24/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097577	USA	North America	USA: Nevada	Equus caballus	Illumina MiSeq	feces	38.313515 N 117.055374 W	Horse.51.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.51.Normals	Horse.51.Normals	SRP228480	51	Normals	
SRR10397341	AMPLICON	289	23255106	PRJNA580257	SAMN13207800	Metagenome or environmental	7943093	TEXAS A&M UNIVERSITY	3/12/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097576	USA	North America	USA: Florida	Equus caballus	Illumina MiSeq	feces	27.766279 N 81.686783 W	Horse.50.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.50.Normals	Horse.50.Normals	SRP228480	50	Normals	
SRR10397342	AMPLICON	290	40058460	PRJNA580257	SAMN13207799	Metagenome or environmental	13696588	TEXAS A&M UNIVERSITY	3/23/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097575	USA	North America	USA: Montana	Equus caballus	Illumina MiSeq	feces	46.921925 N 110.454353 W	Horse.5.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.5.Normals	Horse.5.Normals	SRP228480	5	Normals	
SRR10397343	AMPLICON	289	42618716	PRJNA580257	SAMN13207736	Metagenome or environmental	14722013	TEXAS A&M UNIVERSITY	8/25/17	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097574	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.107.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.107.Colitis.AAD	Horse.107.Colitis.AAD	SRP228480	107	Colitis	AAD
SRR10397344	AMPLICON	289	30021913	PRJNA580257	SAMN13207798	Metagenome or environmental	10251762	TEXAS A&M UNIVERSITY	8/7/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097573	USA	North America	USA: Missouri	Equus caballus	Illumina MiSeq	feces	38.456085 N 92.288368 W	Horse.49.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.49.Normals	Horse.49.Normals	SRP228480	49	Normals	
SRR10397345	AMPLICON	289	32896735	PRJNA580257	SAMN13207764	Metagenome or environmental	11265635	TEXAS A&M UNIVERSITY	4/19/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097572	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.18.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.18.Normals	Horse.18.Normals	SRP228480	18	Normals	
SRR10397346	AMPLICON	289	20628988	PRJNA580257	SAMN13207763	Metagenome or environmental	7082176	TEXAS A&M UNIVERSITY	3/1/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097571	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.17.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.17.Normals	Horse.17.Normals	SRP228480	17	Normals	
SRR10397347	AMPLICON	290	52933431	PRJNA580257	SAMN13207762	Metagenome or environmental	18097600	TEXAS A&M UNIVERSITY	6/27/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097570	USA	North America	USA: Nevada	Equus caballus	Illumina MiSeq	feces	38.313515 N 117.055374 W	Horse.16.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.16.Normals	Horse.16.Normals	SRP228480	16	Normals	
SRR10397348	AMPLICON	290	43600863	PRJNA580257	SAMN13207761	Metagenome or environmental	14933336	TEXAS A&M UNIVERSITY	6/20/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097569	USA	North America	USA: Nevada	Equus caballus	Illumina MiSeq	feces	38.313515 N 117.055374 W	Horse.15.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.15.Normals	Horse.15.Normals	SRP228480	15	Normals	
SRR10397349	AMPLICON	289	31097262	PRJNA580257	SAMN13207760	Metagenome or environmental	10754560	TEXAS A&M UNIVERSITY	10/16/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097568	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.143.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.143.Colitis.Salmonella	Horse.143.Colitis.Salmonella	SRP228480	143	Colitis	Salmonella
SRR10397350	AMPLICON	290	26735471	PRJNA580257	SAMN13207759	Metagenome or environmental	9229630	TEXAS A&M UNIVERSITY	7/7/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097567	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.142.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.142.Colitis.Salmonella	Horse.142.Colitis.Salmonella	SRP228480	142	Colitis	Salmonella
SRR10397351	AMPLICON	289	39333563	PRJNA580257	SAMN13207732	Metagenome or environmental	13499823	TEXAS A&M UNIVERSITY	9/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097566	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.103.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.103.Colitis.AAD	Horse.103.Colitis.AAD	SRP228480	103	Colitis	AAD
SRR10397352	AMPLICON	290	26433251	PRJNA580257	SAMN13207758	Metagenome or environmental	9127504	TEXAS A&M UNIVERSITY	3/30/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097565	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.140.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.140.Colitis.Salmonella	Horse.140.Colitis.Salmonella	SRP228480	140	Colitis	Salmonella
SRR10397353	AMPLICON	290	40165693	PRJNA580257	SAMN13207757	Metagenome or environmental	13698518	TEXAS A&M UNIVERSITY	5/7/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097564	USA	North America	USA: Virginia	Equus caballus	Illumina MiSeq	feces	37.769337 N 78.169968 W	Horse.14.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.14.Normals	Horse.14.Normals	SRP228480	14	Normals	
SRR10397354	AMPLICON	289	28080933	PRJNA580257	SAMN13207756	Metagenome or environmental	9657631	TEXAS A&M UNIVERSITY	1/13/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097563	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.139.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.139.Colitis.Salmonella	Horse.139.Colitis.Salmonella	SRP228480	139	Colitis	Salmonella
SRR10397355	AMPLICON	289	34570867	PRJNA580257	SAMN13207755	Metagenome or environmental	11950727	TEXAS A&M UNIVERSITY	9/5/17	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097562	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.138.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.138.Colitis.AAD	Horse.138.Colitis.AAD	SRP228480	138	Colitis	AAD
SRR10397356	AMPLICON	290	28000102	PRJNA580257	SAMN13207754	Metagenome or environmental	9660648	TEXAS A&M UNIVERSITY	6/10/17	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097561	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.137.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.137.Colitis.Salmonella	Horse.137.Colitis.Salmonella	SRP228480	137	Colitis	Salmonella
SRR10397357	AMPLICON	290	28075752	PRJNA580257	SAMN13207753	Metagenome or environmental	9697337	TEXAS A&M UNIVERSITY	5/9/17	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097560	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.136.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.136.Colitis.Salmonella	Horse.136.Colitis.Salmonella	SRP228480	136	Colitis	Salmonella
SRR10397358	AMPLICON	290	39139107	PRJNA580257	SAMN13207752	Metagenome or environmental	13543125	TEXAS A&M UNIVERSITY	1/24/17	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097559	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.135.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.135.Colitis.Salmonella	Horse.135.Colitis.Salmonella	SRP228480	135	Colitis	Salmonella
SRR10397359	AMPLICON	290	30092957	PRJNA580257	SAMN13207751	Metagenome or environmental	10361555	TEXAS A&M UNIVERSITY	8/19/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097558	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.133.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.133.Colitis.Salmonella	Horse.133.Colitis.Salmonella	SRP228480	133	Colitis	Salmonella
SRR10397360	AMPLICON	289	29406771	PRJNA580257	SAMN13207750	Metagenome or environmental	10073220	TEXAS A&M UNIVERSITY	3/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097557	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.132.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.132.Colitis.Salmonella	Horse.132.Colitis.Salmonella	SRP228480	132	Colitis	Salmonella
SRR10397361	AMPLICON	289	30238876	PRJNA580257	SAMN13207749	Metagenome or environmental	10361802	TEXAS A&M UNIVERSITY	10/15/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097556	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.131.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.131.Colitis.Salmonella	Horse.131.Colitis.Salmonella	SRP228480	131	Colitis	Salmonella
SRR10397362	AMPLICON	289	46741850	PRJNA580257	SAMN13207731	Metagenome or environmental	15978008	TEXAS A&M UNIVERSITY	3/17/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097555	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.102.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.102.Colitis.AAD	Horse.102.Colitis.AAD	SRP228480	102	Colitis	AAD
SRR10397363	AMPLICON	290	46506344	PRJNA580257	SAMN13207748	Metagenome or environmental	16062969	TEXAS A&M UNIVERSITY	5/27/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097554	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.130.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.130.Colitis.Salmonella	Horse.130.Colitis.Salmonella	SRP228480	130	Colitis	Salmonella
SRR10397364	AMPLICON	290	39937900	PRJNA580257	SAMN13207747	Metagenome or environmental	13634135	TEXAS A&M UNIVERSITY	5/7/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097553	USA	North America	USA: Virginia	Equus caballus	Illumina MiSeq	feces	37.769337 N 78.169968 W	Horse.13.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.13.Normals	Horse.13.Normals	SRP228480	13	Normals	
SRR10397365	AMPLICON	290	32833389	PRJNA580257	SAMN13207746	Metagenome or environmental	11289375	TEXAS A&M UNIVERSITY	8/24/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097552	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.128.Colitis.Salmonella	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.128.Colitis.Salmonella	Horse.128.Colitis.Salmonella	SRP228480	128	Colitis	Salmonella
SRR10397366	AMPLICON	290	31829786	PRJNA580257	SAMN13207745	Metagenome or environmental	10918561	TEXAS A&M UNIVERSITY	4/11/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097551	USA	North America	USA: California	Equus caballus	Illumina MiSeq	feces	36.116203 N 119.681564 W	Horse.12.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.12.Normals	Horse.12.Normals	SRP228480	12	Normals	
SRR10397367	AMPLICON	289	38382260	PRJNA580257	SAMN13207744	Metagenome or environmental	13249312	TEXAS A&M UNIVERSITY	10/18/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097550	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.116.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.116.Colitis.AAD	Horse.116.Colitis.AAD	SRP228480	116	Colitis	AAD
SRR10397368	AMPLICON	289	48183479	PRJNA580257	SAMN13207743	Metagenome or environmental	16558373	TEXAS A&M UNIVERSITY	4/26/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097549	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.115.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.115.Colitis.AAD	Horse.115.Colitis.AAD	SRP228480	115	Colitis	AAD
SRR10397369	AMPLICON	289	33048169	PRJNA580257	SAMN13207742	Metagenome or environmental	11399819	TEXAS A&M UNIVERSITY	3/28/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097548	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.113.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.113.Colitis.AAD	Horse.113.Colitis.AAD	SRP228480	113	Colitis	AAD
SRR10397370	AMPLICON	290	34677975	PRJNA580257	SAMN13207741	Metagenome or environmental	11997947	TEXAS A&M UNIVERSITY	1/27/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097547	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.112.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.112.Colitis.AAD	Horse.112.Colitis.AAD	SRP228480	112	Colitis	AAD
SRR10397371	AMPLICON	289	35042096	PRJNA580257	SAMN13207740	Metagenome or environmental	12101815	TEXAS A&M UNIVERSITY	1/16/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097546	USA	North America	USA: Texas	Equus caballus	Illumina MiSeq	feces	31.054487 N 97.563461 W	Horse.111.Colitis.AAD	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.111.Colitis.AAD	Horse.111.Colitis.AAD	SRP228480	111	Colitis	AAD
SRR10397372	AMPLICON	289	26906469	PRJNA580257	SAMN13207834	Metagenome or environmental	9232205	TEXAS A&M UNIVERSITY	4/11/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097545	USA	North America	USA: California	Equus caballus	Illumina MiSeq	feces	36.116203 N 119.681564 W	Horse.9.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.9.Normals	Horse.9.Normals	SRP228480	9	Normals	
SRR10397373	AMPLICON	290	49429071	PRJNA580257	SAMN13207833	Metagenome or environmental	16801290	TEXAS A&M UNIVERSITY	12/10/18	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX7097544	USA	North America	USA: Florida	Equus caballus	Illumina MiSeq	feces	27.766279 N 81.686783 W	Horse.80.Normals	SINGLE	PCR	METAGENOMIC	gut metagenome	ILLUMINA	2019-11-20T00:00:00Z	Horse.80.Normals	Horse.80.Normals	SRP228480	80	Normals	
