Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	participant_id	Platform	ReleaseDate	Sample Name	SRA Study	variable_region
SRR13985643	AMPLICON	499	22759137	PRJNA715083	SAMN18326402	Metagenome or environmental	13000973	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363427	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0173_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	173	ILLUMINA	2021-05-01T00:00:00Z	0173_V1V2	SRP311006	V1V2
SRR13985644	AMPLICON	499	23549010	PRJNA715083	SAMN18326401	Metagenome or environmental	13454450	CYKINSO INC	8/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363426	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0172_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	172	ILLUMINA	2021-05-01T00:00:00Z	0172_V1V2	SRP311006	V1V2
SRR13985645	AMPLICON	499	19743631	PRJNA715083	SAMN18326400	Metagenome or environmental	11095808	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363425	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0171_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	171	ILLUMINA	2021-05-01T00:00:00Z	0171_V1V2	SRP311006	V1V2
SRR13985647	AMPLICON	499	22533502	PRJNA715083	SAMN18326399	Metagenome or environmental	13022906	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363423	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0170_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	170	ILLUMINA	2021-05-01T00:00:00Z	0170_V1V2	SRP311006	V1V2
SRR13985648	AMPLICON	499	19512158	PRJNA715083	SAMN18326398	Metagenome or environmental	11066656	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363422	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0169_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	169	ILLUMINA	2021-05-01T00:00:00Z	0169_V1V2	SRP311006	V1V2
SRR13985649	AMPLICON	498	29081542	PRJNA715083	SAMN18326397	Metagenome or environmental	17431189	CYKINSO INC	7/29/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363349	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0168_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	168	ILLUMINA	2021-05-01T00:00:00Z	0168_V1V2	SRP311006	V1V2
SRR13985659	AMPLICON	499	20440432	PRJNA715083	SAMN18326262	Metagenome or environmental	11869898	CYKINSO INC	8/3/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363411	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0033_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	33	ILLUMINA	2021-05-01T00:00:00Z	0033_V1V2	SRP311006	V1V2
SRR13985670	AMPLICON	499	19561018	PRJNA715083	SAMN18326261	Metagenome or environmental	11185384	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363400	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0032_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	32	ILLUMINA	2021-05-01T00:00:00Z	0032_V1V2	SRP311006	V1V2
SRR13985682	AMPLICON	499	21547993	PRJNA715083	SAMN18326233	Metagenome or environmental	12364642	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363388	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0004_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	4	ILLUMINA	2021-05-01T00:00:00Z	0004_V1V2	SRP311006	V1V2
SRR13985687	AMPLICON	499	24031977	PRJNA715083	SAMN18326266	Metagenome or environmental	13508043	CYKINSO INC	7/29/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363383	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0037_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	37	ILLUMINA	2021-05-01T00:00:00Z	0037_V1V2	SRP311006	V1V2
SRR13985698	AMPLICON	498	20306945	PRJNA715083	SAMN18326265	Metagenome or environmental	11687599	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363372	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0036_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	36	ILLUMINA	2021-05-01T00:00:00Z	0036_V1V2	SRP311006	V1V2
SRR13985720	AMPLICON	499	18498912	PRJNA715083	SAMN18326263	Metagenome or environmental	10512740	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363350	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0034_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	34	ILLUMINA	2021-05-01T00:00:00Z	0034_V1V2	SRP311006	V1V2
SRR13985722	AMPLICON	499	29024440	PRJNA715083	SAMN18326396	Metagenome or environmental	16667455	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363348	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0167_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	167	ILLUMINA	2021-05-01T00:00:00Z	0167_V1V2	SRP311006	V1V2
SRR13985723	AMPLICON	498	24083948	PRJNA715083	SAMN18326395	Metagenome or environmental	14177283	CYKINSO INC	8/24/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363347	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0166_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	166	ILLUMINA	2021-05-01T00:00:00Z	0166_V1V2	SRP311006	V1V2
SRR13985724	AMPLICON	498	27316870	PRJNA715083	SAMN18326394	Metagenome or environmental	16049341	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363346	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0165_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	165	ILLUMINA	2021-05-01T00:00:00Z	0165_V1V2	SRP311006	V1V2
SRR13985725	AMPLICON	499	30182086	PRJNA715083	SAMN18326393	Metagenome or environmental	17472778	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363345	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0164_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	164	ILLUMINA	2021-05-01T00:00:00Z	0164_V1V2	SRP311006	V1V2
SRR13985726	AMPLICON	499	27719766	PRJNA715083	SAMN18326392	Metagenome or environmental	15859234	CYKINSO INC	7/28/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363344	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0163_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	163	ILLUMINA	2021-05-01T00:00:00Z	0163_V1V2	SRP311006	V1V2
SRR13985727	AMPLICON	498	31133981	PRJNA715083	SAMN18326391	Metagenome or environmental	18503873	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363343	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0162_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	162	ILLUMINA	2021-05-01T00:00:00Z	0162_V1V2	SRP311006	V1V2
SRR13985729	AMPLICON	499	19076961	PRJNA715083	SAMN18326246	Metagenome or environmental	11023842	CYKINSO INC	8/5/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363341	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0017_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	17	ILLUMINA	2021-05-01T00:00:00Z	0017_V1V2	SRP311006	V1V2
SRR13985730	AMPLICON	499	20359316	PRJNA715083	SAMN18326389	Metagenome or environmental	11872120	CYKINSO INC	8/10/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363340	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0160_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	160	ILLUMINA	2021-05-01T00:00:00Z	0160_V1V2	SRP311006	V1V2
SRR13985731	AMPLICON	499	21881659	PRJNA715083	SAMN18326388	Metagenome or environmental	12542968	CYKINSO INC	8/5/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363339	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0159_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	159	ILLUMINA	2021-05-01T00:00:00Z	0159_V1V2	SRP311006	V1V2
SRR13985732	AMPLICON	499	24456775	PRJNA715083	SAMN18326387	Metagenome or environmental	14617208	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363338	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0158_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	158	ILLUMINA	2021-05-01T00:00:00Z	0158_V1V2	SRP311006	V1V2
SRR13985733	AMPLICON	498	23413075	PRJNA715083	SAMN18326386	Metagenome or environmental	13772888	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363337	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0157_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	157	ILLUMINA	2021-05-01T00:00:00Z	0157_V1V2	SRP311006	V1V2
SRR13985734	AMPLICON	498	24884838	PRJNA715083	SAMN18326385	Metagenome or environmental	14349391	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363336	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0156_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	156	ILLUMINA	2021-05-01T00:00:00Z	0156_V1V2	SRP311006	V1V2
SRR13985735	AMPLICON	499	36342417	PRJNA715083	SAMN18326384	Metagenome or environmental	21193106	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363335	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0155_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	155	ILLUMINA	2021-05-01T00:00:00Z	0155_V1V2	SRP311006	V1V2
SRR13985736	AMPLICON	498	27540302	PRJNA715083	SAMN18326383	Metagenome or environmental	16052322	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363334	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0154_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	154	ILLUMINA	2021-05-01T00:00:00Z	0154_V1V2	SRP311006	V1V2
SRR13985737	AMPLICON	498	26093730	PRJNA715083	SAMN18326382	Metagenome or environmental	15082455	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363333	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0153_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	153	ILLUMINA	2021-05-01T00:00:00Z	0153_V1V2	SRP311006	V1V2
SRR13985738	AMPLICON	499	19171409	PRJNA715083	SAMN18326381	Metagenome or environmental	10757621	CYKINSO INC	8/19/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363332	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0152_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	152	ILLUMINA	2021-05-01T00:00:00Z	0152_V1V2	SRP311006	V1V2
SRR13985740	AMPLICON	499	20642472	PRJNA715083	SAMN18326245	Metagenome or environmental	12026425	CYKINSO INC	8/3/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363330	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0016_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	16	ILLUMINA	2021-05-01T00:00:00Z	0016_V1V2	SRP311006	V1V2
SRR13985741	AMPLICON	499	21370409	PRJNA715083	SAMN18326379	Metagenome or environmental	12241560	CYKINSO INC	8/4/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363329	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0150_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	150	ILLUMINA	2021-05-01T00:00:00Z	0150_V1V2	SRP311006	V1V2
SRR13985742	AMPLICON	498	19626618	PRJNA715083	SAMN18326378	Metagenome or environmental	11270553	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363328	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0149_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	149	ILLUMINA	2021-05-01T00:00:00Z	0149_V1V2	SRP311006	V1V2
SRR13985744	AMPLICON	499	26743602	PRJNA715083	SAMN18326376	Metagenome or environmental	15172038	CYKINSO INC	7/19/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363326	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0147_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	147	ILLUMINA	2021-05-01T00:00:00Z	0147_V1V2	SRP311006	V1V2
SRR13985745	AMPLICON	499	19973908	PRJNA715083	SAMN18326375	Metagenome or environmental	11563904	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363325	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0146_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	146	ILLUMINA	2021-05-01T00:00:00Z	0146_V1V2	SRP311006	V1V2
SRR13985746	AMPLICON	499	28140327	PRJNA715083	SAMN18326374	Metagenome or environmental	16143015	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363324	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0145_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	145	ILLUMINA	2021-05-01T00:00:00Z	0145_V1V2	SRP311006	V1V2
SRR13985747	AMPLICON	499	19001622	PRJNA715083	SAMN18326373	Metagenome or environmental	11039707	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363323	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0144_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	144	ILLUMINA	2021-05-01T00:00:00Z	0144_V1V2	SRP311006	V1V2
SRR13985748	AMPLICON	498	21722971	PRJNA715083	SAMN18326372	Metagenome or environmental	12698112	CYKINSO INC	8/10/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363322	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0143_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	143	ILLUMINA	2021-05-01T00:00:00Z	0143_V1V2	SRP311006	V1V2
SRR13985749	AMPLICON	498	20897429	PRJNA715083	SAMN18326371	Metagenome or environmental	11892888	CYKINSO INC	8/5/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363321	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0142_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	142	ILLUMINA	2021-05-01T00:00:00Z	0142_V1V2	SRP311006	V1V2
SRR13985750	AMPLICON	499	24718552	PRJNA715083	SAMN18326370	Metagenome or environmental	14204653	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363320	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0141_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	141	ILLUMINA	2021-05-01T00:00:00Z	0141_V1V2	SRP311006	V1V2
SRR13985752	AMPLICON	499	37155251	PRJNA715083	SAMN18326369	Metagenome or environmental	21286847	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363318	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0140_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	140	ILLUMINA	2021-05-01T00:00:00Z	0140_V1V2	SRP311006	V1V2
SRR13985754	AMPLICON	499	25580477	PRJNA715083	SAMN18326367	Metagenome or environmental	14873315	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363316	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0138_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	138	ILLUMINA	2021-05-01T00:00:00Z	0138_V1V2	SRP311006	V1V2
SRR13985755	AMPLICON	499	20663011	PRJNA715083	SAMN18326366	Metagenome or environmental	12140216	CYKINSO INC	8/6/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363315	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0137_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	137	ILLUMINA	2021-05-01T00:00:00Z	0137_V1V2	SRP311006	V1V2
SRR13985756	AMPLICON	499	23162224	PRJNA715083	SAMN18326365	Metagenome or environmental	13334215	CYKINSO INC	8/21/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363314	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0136_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	136	ILLUMINA	2021-05-01T00:00:00Z	0136_V1V2	SRP311006	V1V2
SRR13985758	AMPLICON	499	21332334	PRJNA715083	SAMN18326363	Metagenome or environmental	12277786	CYKINSO INC	8/25/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363312	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0134_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	134	ILLUMINA	2021-05-01T00:00:00Z	0134_V1V2	SRP311006	V1V2
SRR13985759	AMPLICON	499	18782002	PRJNA715083	SAMN18326362	Metagenome or environmental	10755777	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363311	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0133_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	133	ILLUMINA	2021-05-01T00:00:00Z	0133_V1V2	SRP311006	V1V2
SRR13985760	AMPLICON	499	18147358	PRJNA715083	SAMN18326361	Metagenome or environmental	10628824	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363310	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0132_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	132	ILLUMINA	2021-05-01T00:00:00Z	0132_V1V2	SRP311006	V1V2
SRR13985761	AMPLICON	498	28103805	PRJNA715083	SAMN18326360	Metagenome or environmental	16232720	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363309	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0131_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	131	ILLUMINA	2021-05-01T00:00:00Z	0131_V1V2	SRP311006	V1V2
SRR13985762	AMPLICON	499	22266285	PRJNA715083	SAMN18326243	Metagenome or environmental	12844890	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363308	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0014_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	14	ILLUMINA	2021-05-01T00:00:00Z	0014_V1V2	SRP311006	V1V2
SRR13985764	AMPLICON	499	22256192	PRJNA715083	SAMN18326358	Metagenome or environmental	12692803	CYKINSO INC	8/1/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363306	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0129_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	129	ILLUMINA	2021-05-01T00:00:00Z	0129_V1V2	SRP311006	V1V2
SRR13985766	AMPLICON	499	21012206	PRJNA715083	SAMN18326356	Metagenome or environmental	12035945	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363304	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0127_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	127	ILLUMINA	2021-05-01T00:00:00Z	0127_V1V2	SRP311006	V1V2
SRR13985767	AMPLICON	499	21883005	PRJNA715083	SAMN18326355	Metagenome or environmental	13061829	CYKINSO INC	7/27/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363303	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0126_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	126	ILLUMINA	2021-05-01T00:00:00Z	0126_V1V2	SRP311006	V1V2
SRR13985768	AMPLICON	498	19439033	PRJNA715083	SAMN18326354	Metagenome or environmental	11406260	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363302	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0125_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	125	ILLUMINA	2021-05-01T00:00:00Z	0125_V1V2	SRP311006	V1V2
SRR13985769	AMPLICON	499	28743668	PRJNA715083	SAMN18326353	Metagenome or environmental	16236807	CYKINSO INC	7/21/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363301	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0124_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	124	ILLUMINA	2021-05-01T00:00:00Z	0124_V1V2	SRP311006	V1V2
SRR13985770	AMPLICON	498	29667556	PRJNA715083	SAMN18326352	Metagenome or environmental	17439898	CYKINSO INC	9/11/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363300	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0123_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	123	ILLUMINA	2021-05-01T00:00:00Z	0123_V1V2	SRP311006	V1V2
SRR13985773	AMPLICON	498	19312959	PRJNA715083	SAMN18326242	Metagenome or environmental	11158968	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363297	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0013_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	13	ILLUMINA	2021-05-01T00:00:00Z	0013_V1V2	SRP311006	V1V2
SRR13985774	AMPLICON	498	22133262	PRJNA715083	SAMN18326349	Metagenome or environmental	12964208	CYKINSO INC	9/4/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363296	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0120_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	120	ILLUMINA	2021-05-01T00:00:00Z	0120_V1V2	SRP311006	V1V2
SRR13985775	AMPLICON	499	27297970	PRJNA715083	SAMN18326348	Metagenome or environmental	15497574	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363295	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0119_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	119	ILLUMINA	2021-05-01T00:00:00Z	0119_V1V2	SRP311006	V1V2
SRR13985776	AMPLICON	502	15962596	PRJNA715083	SAMN18326347	Metagenome or environmental	11288682	CYKINSO INC	8/21/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363294	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0118_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	118	ILLUMINA	2021-05-01T00:00:00Z	0118_V1V2	SRP311006	V1V2
SRR13985777	AMPLICON	498	20243848	PRJNA715083	SAMN18326346	Metagenome or environmental	11763655	CYKINSO INC	8/5/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363293	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0117_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	117	ILLUMINA	2021-05-01T00:00:00Z	0117_V1V2	SRP311006	V1V2
