#SampleID	Altitude	Assay_Type	AvgSpotLen	BioSample	Experiment	LibrarySelection	LibrarySource	Library_Name	primer	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	datenum	geo_loc_name	lat_lon	replicate	primer2	samp_collect_device	samp_mat_process	BioProject	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	Platform	SRA_Study	isolation_source	rel_to_oxygen
SRR6130915	0	AMPLICON	598	SAMN07732654	SRX3243281	PCR	METAGENOMIC	3_0714_4S	3_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130915	SRS2566261	3_0714_4S	15-Jul-14	41835	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130916	0	AMPLICON	598	SAMN07732655	SRX3243280	PCR	METAGENOMIC	3_0812_2S	3_0	10/4/17	15	9	seawater metagenome	10/4/17	SRR6130916	SRS2566259	3_0812_2S	16-Aug-12	41137	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130917	-75	AMPLICON	598	SAMN07732646	SRX3243279	PCR	METAGENOMIC	3_0612_4_75	3_0	10/4/17	11	7	seawater metagenome	10/4/17	SRR6130917	SRS2566260	3_0612_4_75	14-Jun-12	41074	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130918	0	AMPLICON	598	SAMN07732647	SRX3243278	PCR	METAGENOMIC	3_0612_4S	3_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130918	SRS2566258	3_0612_4S	14-Jun-12	41074	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130919	0	AMPLICON	598	SAMN07732648	SRX3243277	PCR	METAGENOMIC	3_0612_6S	3_0	10/4/17	12	7	seawater metagenome	10/4/17	SRR6130919	SRS2566257	3_0612_6S	14-Jun-12	41074	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130920	0	AMPLICON	598	SAMN07732649	SRX3243276	PCR	METAGENOMIC	3_0614_4S	3_0	10/4/17	9	5	seawater metagenome	10/4/17	SRR6130920	SRS2566256	3_0614_4S	12-Jun-14	41802	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130921	0	AMPLICON	598	SAMN07732650	SRX3243275	PCR	METAGENOMIC	3_0712_2S	3_0	10/4/17	12	7	seawater metagenome	10/4/17	SRR6130921	SRS2566254	3_0712_2S	26-Jul-12	41116	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130922	-75	AMPLICON	598	SAMN07732651	SRX3243274	PCR	METAGENOMIC	3_0712_4_75	3_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6130922	SRS2566255	3_0712_4_75	26-Jul-12	41116	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130923	0	AMPLICON	598	SAMN07732652	SRX3243273	PCR	METAGENOMIC	3_0712_4S	3_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130923	SRS2566301	3_0712_4S	26-Jul-12	41116	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130924	0	AMPLICON	598	SAMN07732653	SRX3243272	PCR	METAGENOMIC	3_0712_6S	3_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6130924	SRS2566253	3_0712_6S	26-Jul-12	41116	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130975	0	AMPLICON	598	SAMN07732626	SRX3243221	PCR	METAGENOMIC	3_0512_2S	3_0	10/4/17	20	12	seawater metagenome	10/4/17	SRR6130975	SRS2566201	3_0512_2S	15-May-12	41044	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130985	0	AMPLICON	597	SAMN07732634	SRX3243211	PCR	METAGENOMIC	3_0514_3S	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6130985	SRS2566192	3_0514_3S	15-May-14	41774	USA: California	34.2968 N 119.8845 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6130986	-30	AMPLICON	597	SAMN07732635	SRX3243210	PCR	METAGENOMIC	3_0514_4_30	3_0	10/4/17	6	3	seawater metagenome	10/4/17	SRR6130986	SRS2566191	3_0514_4_30	15-May-14	41774	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131007	-75	AMPLICON	598	SAMN07732663	SRX3243189	PCR	METAGENOMIC	3_0912_3_75	3_0	10/4/17	24	14	seawater metagenome	10/4/17	SRR6131007	SRS2566170	3_0912_3_75	13-Sep-12	41165	USA: California	34.2968 N 119.8845 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131008	0	AMPLICON	598	SAMN07732662	SRX3243188	PCR	METAGENOMIC	3_0912_2S	3_0	10/4/17	17	10	seawater metagenome	10/4/17	SRR6131008	SRS2566169	3_0912_2S	13-Sep-12	41165	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131009	-75	AMPLICON	598	SAMN07732661	SRX3243187	PCR	METAGENOMIC	3_0912_2_75	3_0	10/4/17	18	11	seawater metagenome	10/4/17	SRR6131009	SRS2566168	3_0912_2_75	13-Sep-12	41165	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131010	0	AMPLICON	598	SAMN07732660	SRX3243186	PCR	METAGENOMIC	3_0912_1S	3_0	10/4/17	23	13	seawater metagenome	10/4/17	SRR6131010	SRS2566167	3_0912_1S	13-Sep-12	41165	USA: California	34.3902 N 119.8407 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131011	0	AMPLICON	597	SAMN07732659	SRX3243185	PCR	METAGENOMIC	3_0814_4S	3_0	10/4/17	21	12	seawater metagenome	10/4/17	SRR6131011	SRS2566166	3_0814_4S	22-Aug-14	41873	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131012	0	AMPLICON	598	SAMN07732658	SRX3243184	PCR	METAGENOMIC	3_0812_6S	3_0	10/4/17	22	13	seawater metagenome	10/4/17	SRR6131012	SRS2566165	3_0812_6S	16-Aug-12	41137	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131013	0	AMPLICON	598	SAMN07732657	SRX3243183	PCR	METAGENOMIC	3_0812_4S	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6131013	SRS2566164	3_0812_4S	16-Aug-12	41137	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131014	-75	AMPLICON	598	SAMN07732656	SRX3243182	PCR	METAGENOMIC	3_0812_4_75	3_0	10/4/17	18	11	seawater metagenome	10/4/17	SRR6131014	SRS2566163	3_0812_4_75	16-Aug-12	41137	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131015	-30	AMPLICON	598	SAMN07732665	SRX3243181	PCR	METAGENOMIC	3_0912_4_30	3_0	10/4/17	18	11	seawater metagenome	10/4/17	SRR6131015	SRS2566162	3_0912_4_30	13-Sep-12	41165	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131016	0	AMPLICON	598	SAMN07732664	SRX3243180	PCR	METAGENOMIC	3_0912_3S	3_0	10/4/17	26	15	seawater metagenome	10/4/17	SRR6131016	SRS2566161	3_0912_3S	13-Sep-12	41165	USA: California	34.2968 N 119.8845 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131062	0	AMPLICON	598	SAMN07732674	SRX3243482	PCR	METAGENOMIC	3_0912_7S	3_0	10/4/17	23	14	seawater metagenome	10/4/17	SRR6131062	SRS2566460	3_0912_7S	13-Sep-12	41165	USA: California	34.0833 N 120.0333 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131063	0	AMPLICON	598	SAMN07732675	SRX3243481	PCR	METAGENOMIC	3_1012_4S	3_1	10/4/17	12	7	seawater metagenome	10/4/17	SRR6131063	SRS2566462	3_1012_4S	26-Oct-12	41208	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131065	-75	AMPLICON	598	SAMN07732672	SRX3243480	PCR	METAGENOMIC	3_0912_6_75	3_0	10/4/17	28	17	seawater metagenome	10/4/17	SRR6131065	SRS2566461	3_0912_6_75	13-Sep-12	41165	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131066	0	AMPLICON	598	SAMN07732673	SRX3243479	PCR	METAGENOMIC	3_0912_6S	3_0	10/4/17	7	4	seawater metagenome	10/4/17	SRR6131066	SRS2566457	3_0912_6S	13-Sep-12	41165	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131067	-75	AMPLICON	598	SAMN07732670	SRX3243478	PCR	METAGENOMIC	3_0912_5_75	3_0	10/4/17	27	16	seawater metagenome	10/4/17	SRR6131067	SRS2566459	3_0912_5_75	13-Sep-12	41165	USA: California	34.2035 N 119.9283 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131068	0	AMPLICON	597	SAMN07732671	SRX3243477	PCR	METAGENOMIC	3_0912_5S	3_0	10/4/17	1	1	seawater metagenome	10/4/17	SRR6131068	SRS2566458	3_0912_5S	13-Sep-12	41165	USA: California	34.2035 N 119.9283 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131069	-300	AMPLICON	598	SAMN07732668	SRX3243476	PCR	METAGENOMIC	3_0912_4_300	3_0	10/4/17	21	13	seawater metagenome	10/4/17	SRR6131069	SRS2566456	3_0912_4_300	13-Sep-12	41165	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131070	0	AMPLICON	598	SAMN07732669	SRX3243475	PCR	METAGENOMIC	3_0912_4S	3_0	10/4/17	16	10	seawater metagenome	10/4/17	SRR6131070	SRS2566455	3_0912_4S	13-Sep-12	41165	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131071	-75	AMPLICON	598	SAMN07732666	SRX3243474	PCR	METAGENOMIC	3_0912_4_75	3_0	10/4/17	15	9	seawater metagenome	10/4/17	SRR6131071	SRS2566454	3_0912_4_75	13-Sep-12	41165	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131072	-150	AMPLICON	598	SAMN07732667	SRX3243473	PCR	METAGENOMIC	3_0912_4_150	3_0	10/4/17	28	17	seawater metagenome	10/4/17	SRR6131072	SRS2566448	3_0912_4_150	13-Sep-12	41165	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131103	0	AMPLICON	598	SAMN07732628	SRX3243442	PCR	METAGENOMIC	3_0512_4S	3_0	10/4/17	13	8	seawater metagenome	10/4/17	SRR6131103	SRS2566423	3_0512_4S	15-May-12	41044	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131104	0	AMPLICON	598	SAMN07732629	SRX3243441	PCR	METAGENOMIC	3_0512_6S	3_0	10/4/17	12	7	seawater metagenome	10/4/17	SRR6131104	SRS2566421	3_0512_6S	15-May-12	41044	USA: California	34.1568 N 119.9502 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131106	-75	AMPLICON	598	SAMN07732627	SRX3243439	PCR	METAGENOMIC	3_0512_4_75	3_0	10/4/17	1	1	seawater metagenome	10/4/17	SRR6131106	SRS2566419	3_0512_4_75	15-May-12	41044	USA: California	34.2502 N 119.9063 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131107	0	AMPLICON	597	SAMN07732632	SRX3243438	PCR	METAGENOMIC	3_0514_2S	3_0	10/4/17	16	10	seawater metagenome	10/4/17	SRR6131107	SRS2566420	3_0514_2S	15-May-14	41774	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131108	-75	AMPLICON	598	SAMN07732633	SRX3243437	PCR	METAGENOMIC	3_0514_3_75	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6131108	SRS2566418	3_0514_3_75	15-May-14	41774	USA: California	34.2968 N 119.8845 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131109	0	AMPLICON	598	SAMN07732630	SRX3243436	PCR	METAGENOMIC	3_0514_1S	3_0	10/4/17	10	6	seawater metagenome	10/4/17	SRR6131109	SRS2566416	3_0514_1S	15-May-14	41774	USA: California	34.3902 N 119.8407 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
SRR6131110	-75	AMPLICON	598	SAMN07732631	SRX3243435	PCR	METAGENOMIC	3_0514_2_75	3_0	10/4/17	8	5	seawater metagenome	10/4/17	SRR6131110	SRS2566417	3_0514_2_75	15-May-14	41774	USA: California	34.3435 N 119.8627 W	primer replicate = V34	V34	CTD rosette	size fractionated (0.2-1.2 µm)	PRJNA412105	Metagenome or environmental	public	sra	ncbi	0	Illumina MiSeq	PAIRED	ILLUMINA	SRP118880	seawater	aerobe
