Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	participant_id	Platform	ReleaseDate	Sample Name	SRA Study	variable_region
SRR13985706	AMPLICON	602	41433854	PRJNA715083	SAMN18326572	Metagenome or environmental	26158470	CYKINSO INC	8/13/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363364	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0151_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	151	ILLUMINA	2021-05-01T00:00:00Z	0151_V3V4	SRP311006	V3V4
SRR13985707	AMPLICON	602	29997058	PRJNA715083	SAMN18326571	Metagenome or environmental	18687827	CYKINSO INC	8/4/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363363	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0150_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	150	ILLUMINA	2021-05-01T00:00:00Z	0150_V3V4	SRP311006	V3V4
SRR13985708	AMPLICON	602	31553830	PRJNA715083	SAMN18326570	Metagenome or environmental	19465923	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363362	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0149_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	149	ILLUMINA	2021-05-01T00:00:00Z	0149_V3V4	SRP311006	V3V4
SRR13985710	AMPLICON	602	24589894	PRJNA715083	SAMN18326569	Metagenome or environmental	15705690	CYKINSO INC	8/3/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363360	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0148_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	148	ILLUMINA	2021-05-01T00:00:00Z	0148_V3V4	SRP311006	V3V4
SRR13985711	AMPLICON	602	32246130	PRJNA715083	SAMN18326568	Metagenome or environmental	19957762	CYKINSO INC	7/19/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363359	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0147_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	147	ILLUMINA	2021-05-01T00:00:00Z	0147_V3V4	SRP311006	V3V4
SRR13985712	AMPLICON	602	29713516	PRJNA715083	SAMN18326567	Metagenome or environmental	18933061	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363358	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0146_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	146	ILLUMINA	2021-05-01T00:00:00Z	0146_V3V4	SRP311006	V3V4
SRR13985713	AMPLICON	602	22974728	PRJNA715083	SAMN18326566	Metagenome or environmental	14214709	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363357	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0145_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	145	ILLUMINA	2021-05-01T00:00:00Z	0145_V3V4	SRP311006	V3V4
SRR13985714	AMPLICON	602	33710796	PRJNA715083	SAMN18326565	Metagenome or environmental	21059727	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363356	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0144_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	144	ILLUMINA	2021-05-01T00:00:00Z	0144_V3V4	SRP311006	V3V4
SRR13985715	AMPLICON	602	29593718	PRJNA715083	SAMN18326564	Metagenome or environmental	18527335	CYKINSO INC	8/10/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363355	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0143_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	143	ILLUMINA	2021-05-01T00:00:00Z	0143_V3V4	SRP311006	V3V4
SRR13985717	AMPLICON	602	27974338	PRJNA715083	SAMN18326562	Metagenome or environmental	17280277	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363353	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0141_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	141	ILLUMINA	2021-05-01T00:00:00Z	0141_V3V4	SRP311006	V3V4
SRR13985718	AMPLICON	602	37482326	PRJNA715083	SAMN18326561	Metagenome or environmental	23245677	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363352	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0140_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	140	ILLUMINA	2021-05-01T00:00:00Z	0140_V3V4	SRP311006	V3V4
SRR13985719	AMPLICON	602	24892098	PRJNA715083	SAMN18326560	Metagenome or environmental	15543183	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363351	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0139_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	139	ILLUMINA	2021-05-01T00:00:00Z	0139_V3V4	SRP311006	V3V4
SRR13985721	AMPLICON	602	30239062	PRJNA715083	SAMN18326559	Metagenome or environmental	19117060	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363421	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0138_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	138	ILLUMINA	2021-05-01T00:00:00Z	0138_V3V4	SRP311006	V3V4
SRR13985814	AMPLICON	602	20791274	PRJNA715083	SAMN18326460	Metagenome or environmental	12880397	CYKINSO INC	8/3/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363257	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0039_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	39	ILLUMINA	2021-05-01T00:00:00Z	0039_V3V4	SRP311006	V3V4
SRR13985816	AMPLICON	602	36168762	PRJNA715083	SAMN18326459	Metagenome or environmental	22379847	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363255	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0038_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	38	ILLUMINA	2021-05-01T00:00:00Z	0038_V3V4	SRP311006	V3V4
SRR13985817	AMPLICON	602	34833526	PRJNA715083	SAMN18326458	Metagenome or environmental	21589055	CYKINSO INC	7/29/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363254	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0037_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	37	ILLUMINA	2021-05-01T00:00:00Z	0037_V3V4	SRP311006	V3V4
SRR13985818	AMPLICON	602	27216420	PRJNA715083	SAMN18326457	Metagenome or environmental	16851805	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363253	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0036_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	36	ILLUMINA	2021-05-01T00:00:00Z	0036_V3V4	SRP311006	V3V4
SRR13985819	AMPLICON	602	23912644	PRJNA715083	SAMN18326456	Metagenome or environmental	14888595	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363252	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0035_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	35	ILLUMINA	2021-05-01T00:00:00Z	0035_V3V4	SRP311006	V3V4
SRR13985820	AMPLICON	602	26220712	PRJNA715083	SAMN18326455	Metagenome or environmental	16263278	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363251	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0034_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	34	ILLUMINA	2021-05-01T00:00:00Z	0034_V3V4	SRP311006	V3V4
SRR13985822	AMPLICON	602	24269630	PRJNA715083	SAMN18326453	Metagenome or environmental	15072077	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363249	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0032_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	32	ILLUMINA	2021-05-01T00:00:00Z	0032_V3V4	SRP311006	V3V4
SRR13985823	AMPLICON	602	25735500	PRJNA715083	SAMN18326452	Metagenome or environmental	16311420	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363248	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0031_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	31	ILLUMINA	2021-05-01T00:00:00Z	0031_V3V4	SRP311006	V3V4
SRR13985824	AMPLICON	602	29204826	PRJNA715083	SAMN18326451	Metagenome or environmental	18163299	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363247	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0030_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	30	ILLUMINA	2021-05-01T00:00:00Z	0030_V3V4	SRP311006	V3V4
SRR13985825	AMPLICON	602	26084660	PRJNA715083	SAMN18326450	Metagenome or environmental	16338138	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363246	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0029_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	29	ILLUMINA	2021-05-01T00:00:00Z	0029_V3V4	SRP311006	V3V4
SRR13985828	AMPLICON	602	24724140	PRJNA715083	SAMN18326448	Metagenome or environmental	15652455	CYKINSO INC	8/28/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363243	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0027_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	27	ILLUMINA	2021-05-01T00:00:00Z	0027_V3V4	SRP311006	V3V4
SRR13985829	AMPLICON	602	26440442	PRJNA715083	SAMN18326447	Metagenome or environmental	16494788	CYKINSO INC	8/5/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363242	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0026_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	26	ILLUMINA	2021-05-01T00:00:00Z	0026_V3V4	SRP311006	V3V4
SRR13985830	AMPLICON	602	38806124	PRJNA715083	SAMN18326446	Metagenome or environmental	24582075	CYKINSO INC	8/4/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363241	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0025_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	25	ILLUMINA	2021-05-01T00:00:00Z	0025_V3V4	SRP311006	V3V4
SRR13985831	AMPLICON	602	25495302	PRJNA715083	SAMN18326445	Metagenome or environmental	16187189	CYKINSO INC	7/20/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363240	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0024_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	24	ILLUMINA	2021-05-01T00:00:00Z	0024_V3V4	SRP311006	V3V4
SRR13985832	AMPLICON	602	23274524	PRJNA715083	SAMN18326444	Metagenome or environmental	14723414	CYKINSO INC	7/20/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363239	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0023_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	23	ILLUMINA	2021-05-01T00:00:00Z	0023_V3V4	SRP311006	V3V4
SRR13985833	AMPLICON	602	21608188	PRJNA715083	SAMN18326443	Metagenome or environmental	13520085	CYKINSO INC	7/28/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363238	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0022_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	22	ILLUMINA	2021-05-01T00:00:00Z	0022_V3V4	SRP311006	V3V4
SRR13985834	AMPLICON	602	20186264	PRJNA715083	SAMN18326442	Metagenome or environmental	13644948	CYKINSO INC	8/1/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363237	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0021_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	21	ILLUMINA	2021-05-01T00:00:00Z	0021_V3V4	SRP311006	V3V4
SRR13985835	AMPLICON	602	27145384	PRJNA715083	SAMN18326441	Metagenome or environmental	17152587	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363236	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0020_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	20	ILLUMINA	2021-05-01T00:00:00Z	0020_V3V4	SRP311006	V3V4
SRR13985836	AMPLICON	602	29859802	PRJNA715083	SAMN18326440	Metagenome or environmental	18304599	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363235	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0019_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	19	ILLUMINA	2021-05-01T00:00:00Z	0019_V3V4	SRP311006	V3V4
SRR13985838	AMPLICON	602	27841898	PRJNA715083	SAMN18326439	Metagenome or environmental	17437088	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363233	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0018_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	18	ILLUMINA	2021-05-01T00:00:00Z	0018_V3V4	SRP311006	V3V4
SRR13985839	AMPLICON	602	23378670	PRJNA715083	SAMN18326438	Metagenome or environmental	14674922	CYKINSO INC	8/5/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363232	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0017_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	17	ILLUMINA	2021-05-01T00:00:00Z	0017_V3V4	SRP311006	V3V4
SRR13985840	AMPLICON	602	43774430	PRJNA715083	SAMN18326437	Metagenome or environmental	27677187	CYKINSO INC	8/3/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363231	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0016_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	16	ILLUMINA	2021-05-01T00:00:00Z	0016_V3V4	SRP311006	V3V4
SRR13985841	AMPLICON	602	26335092	PRJNA715083	SAMN18326436	Metagenome or environmental	16290583	CYKINSO INC	7/11/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363230	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0015_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	15	ILLUMINA	2021-05-01T00:00:00Z	0015_V3V4	SRP311006	V3V4
SRR13985842	AMPLICON	602	36892366	PRJNA715083	SAMN18326435	Metagenome or environmental	22849212	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363229	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0014_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	14	ILLUMINA	2021-05-01T00:00:00Z	0014_V3V4	SRP311006	V3V4
SRR13985843	AMPLICON	602	24508624	PRJNA715083	SAMN18326434	Metagenome or environmental	15451847	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363228	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0013_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	13	ILLUMINA	2021-05-01T00:00:00Z	0013_V3V4	SRP311006	V3V4
SRR13985844	AMPLICON	602	28686504	PRJNA715083	SAMN18326433	Metagenome or environmental	17833653	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363227	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0012_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	12	ILLUMINA	2021-05-01T00:00:00Z	0012_V3V4	SRP311006	V3V4
SRR13985845	AMPLICON	602	29513050	PRJNA715083	SAMN18326432	Metagenome or environmental	18566989	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363226	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0011_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	11	ILLUMINA	2021-05-01T00:00:00Z	0011_V3V4	SRP311006	V3V4
SRR13985846	AMPLICON	602	22512392	PRJNA715083	SAMN18326431	Metagenome or environmental	14597506	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363225	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0010_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	10	ILLUMINA	2021-05-01T00:00:00Z	0010_V3V4	SRP311006	V3V4
SRR13985847	AMPLICON	602	29103088	PRJNA715083	SAMN18326430	Metagenome or environmental	18326670	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363224	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0009_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	9	ILLUMINA	2021-05-01T00:00:00Z	0009_V3V4	SRP311006	V3V4
SRR13985850	AMPLICON	602	35201348	PRJNA715083	SAMN18326493	Metagenome or environmental	21810757	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363221	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0072_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	72	ILLUMINA	2021-05-01T00:00:00Z	0072_V3V4	SRP311006	V3V4
SRR13985851	AMPLICON	602	27040034	PRJNA715083	SAMN18326492	Metagenome or environmental	16826286	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363220	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0071_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	71	ILLUMINA	2021-05-01T00:00:00Z	0071_V3V4	SRP311006	V3V4
SRR13985852	AMPLICON	602	32544722	PRJNA715083	SAMN18326491	Metagenome or environmental	20300408	CYKINSO INC	8/3/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363219	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0070_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	70	ILLUMINA	2021-05-01T00:00:00Z	0070_V3V4	SRP311006	V3V4
SRR13985853	AMPLICON	602	31840984	PRJNA715083	SAMN18326490	Metagenome or environmental	20447557	CYKINSO INC	8/1/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363218	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0069_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	69	ILLUMINA	2021-05-01T00:00:00Z	0069_V3V4	SRP311006	V3V4
SRR13985855	AMPLICON	602	27164046	PRJNA715083	SAMN18326489	Metagenome or environmental	16842211	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363216	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0068_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	68	ILLUMINA	2021-05-01T00:00:00Z	0068_V3V4	SRP311006	V3V4
SRR13985856	AMPLICON	602	22233666	PRJNA715083	SAMN18326488	Metagenome or environmental	14178004	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363215	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0067_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	67	ILLUMINA	2021-05-01T00:00:00Z	0067_V3V4	SRP311006	V3V4
SRR13985857	AMPLICON	602	25398982	PRJNA715083	SAMN18326487	Metagenome or environmental	15781923	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363214	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0066_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	66	ILLUMINA	2021-05-01T00:00:00Z	0066_V3V4	SRP311006	V3V4
SRR13985858	AMPLICON	602	30207156	PRJNA715083	SAMN18326486	Metagenome or environmental	18581805	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363213	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0065_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	65	ILLUMINA	2021-05-01T00:00:00Z	0065_V3V4	SRP311006	V3V4
SRR13985859	AMPLICON	602	28727440	PRJNA715083	SAMN18326485	Metagenome or environmental	17898140	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363212	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0064_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	64	ILLUMINA	2021-05-01T00:00:00Z	0064_V3V4	SRP311006	V3V4
SRR13985860	AMPLICON	602	26062988	PRJNA715083	SAMN18326484	Metagenome or environmental	16829584	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363211	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0063_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	63	ILLUMINA	2021-05-01T00:00:00Z	0063_V3V4	SRP311006	V3V4
SRR13985861	AMPLICON	602	24790360	PRJNA715083	SAMN18326483	Metagenome or environmental	15276347	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363210	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0062_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	62	ILLUMINA	2021-05-01T00:00:00Z	0062_V3V4	SRP311006	V3V4
SRR13985862	AMPLICON	602	24651298	PRJNA715083	SAMN18326482	Metagenome or environmental	15399620	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363209	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0061_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	61	ILLUMINA	2021-05-01T00:00:00Z	0061_V3V4	SRP311006	V3V4
SRR13985863	AMPLICON	602	26250210	PRJNA715083	SAMN18326481	Metagenome or environmental	16452838	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363208	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0060_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	60	ILLUMINA	2021-05-01T00:00:00Z	0060_V3V4	SRP311006	V3V4
SRR13985864	AMPLICON	602	31287746	PRJNA715083	SAMN18326480	Metagenome or environmental	19679671	CYKINSO INC	8/6/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363207	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0059_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	59	ILLUMINA	2021-05-01T00:00:00Z	0059_V3V4	SRP311006	V3V4
SRR13985866	AMPLICON	602	39361168	PRJNA715083	SAMN18326479	Metagenome or environmental	24547618	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363205	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0058_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	58	ILLUMINA	2021-05-01T00:00:00Z	0058_V3V4	SRP311006	V3V4
SRR13985867	AMPLICON	602	24936044	PRJNA715083	SAMN18326478	Metagenome or environmental	15560898	CYKINSO INC	8/4/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363204	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0057_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	57	ILLUMINA	2021-05-01T00:00:00Z	0057_V3V4	SRP311006	V3V4
