Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	cycles	DATASTORE filetype	DATASTORE provider	DATASTORE region	dilution_factor	dilution_liquid	DNA_input_pg	Experiment	fresh_old	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Instrument	iso_co_type	iso_run_nr	Isolation_Source	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	miseq_run_nr	ms_co_type	Organism	pcr_plate_nr	pico_ug_ul	Platform	qpcr_16S_ct	qpcr_16S_pgul	Raw	ReleaseDate	create_date	version	Sample Name	shared_id (run)	shared_id	SRA Study	Type
SRR14149495	AMPLICON	502	22734074	PRJNA718293	SAMN18629050	Metagenome or environmental	12048512	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10518463	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	22	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	23.6296428	ILLUMINA	28.9979457855225	0.174001834238879	29756	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_424_1	L005_424	L005_424	SRP312669	sample
SRR14149496	AMPLICON	502	19529808	PRJNA718293	SAMN18629238	Metagenome or environmental	9980094	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10518462	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	210	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	27.6516558	ILLUMINA	28.8040771484375	0.179750568349846	27794	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_337_1	L005_337	L005_337	SRP312669	sample
SRR14149497	AMPLICON	502	21323454	PRJNA718293	SAMN18629237	Metagenome or environmental	11910128	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"gs	s3	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10518461	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	209	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	34.16364	ILLUMINA	28.7220344543457	0.233665166888386	22640	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_351_1	L005_351	L005_351	SRP312669	sample
SRR14149498	AMPLICON	502	34148048	PRJNA718293	SAMN18629236	Metagenome or environmental	17006036	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"gs	ncbi	s3"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10518460	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	208	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	77.765036	ILLUMINA	19.3354606628418	97.7481454610825	51582	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_411_1	L005_411	L005_411	SRP312669	sample
SRR14149499	AMPLICON	502	27451368	PRJNA718293	SAMN18629235	Metagenome or environmental	15001832	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"ncbi	s3	gs"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10518459	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	207	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	34.7133792	ILLUMINA	28.0549335479736	0.301786058116704	34345	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_323_1	L005_323	L005_323	SRP312669	sample
SRR14149500	AMPLICON	502	27817326	PRJNA718293	SAMN18629234	Metagenome or environmental	15336271	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10518458	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	24	NP	52.1365344 N 5.2103806 E	206	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	46.815726	ILLUMINA	27.6311779022217	0.521034584380686	33221	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_289_1	L005_289	L005_289	SRP312669	sample
SRR14149501	AMPLICON	502	25531720	PRJNA718293	SAMN18629233	Metagenome or environmental	13684307	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"gs	s3	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10518457	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	205	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	35.115858	ILLUMINA	25.0335502624512	3.03282518871129	33053	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_528_1	L005_528	L005_528	SRP312669	sample
SRR14149502	AMPLICON	502	24165276	PRJNA718293	SAMN18629232	Metagenome or environmental	12648188	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10518456	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	204	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	25.5595638	ILLUMINA	29.3244876861572	0.318138103466481	33959	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_458_1	L005_458	L005_458	SRP312669	sample
SRR14149503	AMPLICON	502	29821812	PRJNA718293	SAMN18629231	Metagenome or environmental	14081797	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10518455	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	203	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	51.114656	ILLUMINA	22.2286567687988	20.0942698866129	44064	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_524_1	L005_524	L005_524	SRP312669	sample
SRR14149504	AMPLICON	502	34663602	PRJNA718293	SAMN18629230	Metagenome or environmental	17213963	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"gs	ncbi	s3"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10518454	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	202	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	56.476584	ILLUMINA	25.3054962158203	2.02106009237468	50283	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_315_1	L005_315	L005_315	SRP312669	sample
SRR14149505	AMPLICON	502	27766624	PRJNA718293	SAMN18629229	Metagenome or environmental	13965042	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10518453	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	201	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	35.2873716	ILLUMINA	27.8211479187012	0.421676348196343	40694	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_361_1	L005_361	L005_361	SRP312669	sample
SRR14149506	AMPLICON	502	30869486	PRJNA718293	SAMN18629049	Metagenome or environmental	16203171	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"s3	ncbi	gs"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10518452	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	21	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	32.7202362	ILLUMINA	28.8593616485596	0.190541366464458	37027	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_404_1	L005_404	L005_404	SRP312669	sample
SRR14149507	AMPLICON	502	28306274	PRJNA718293	SAMN18629031	Metagenome or environmental	12892213	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10518451	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	3	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	27.2183904	ILLUMINA	27.2601566314697	0.675981980748475	45302	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_532_1	L005_532	L005_532	SRP312669	sample
SRR14149508	AMPLICON	502	12769876	PRJNA718293	SAMN18629228	Metagenome or environmental	6901340	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	gs	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10518450	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	200	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	12.1211024	ILLUMINA	29.8530921936035	0.221217051148415	17095	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_454_1	L005_454	L005_454	SRP312669	sample
SRR14149509	AMPLICON	502	28870020	PRJNA718293	SAMN18629227	Metagenome or environmental	15386159	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"gs	s3	ncbi"	"gs.US	ncbi.public	s3.us-east-1"	NA	NA	NA	SRX10518449	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	199	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	50.346848	ILLUMINA	26.2066326141357	1.08355085831136	15284	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_428_1	L005_428	L005_428	SRP312669	sample
SRR14149510	AMPLICON	502	36899008	PRJNA718293	SAMN18629226	Metagenome or environmental	16743054	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10518448	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	198	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	55.53767	ILLUMINA	24.230224609375	10.5520449578762	58740	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_455_1	L005_455	L005_455	SRP312669	sample
SRR14149511	AMPLICON	502	28748034	PRJNA718293	SAMN18629225	Metagenome or environmental	14262199	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"s3	gs	ncbi"	"gs.US	ncbi.public	s3.us-east-1"	NA	NA	NA	SRX10518447	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	197	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	36.932547	ILLUMINA	27.0957508087158	0.678299635183066	41675	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_348_1	L005_348	L005_348	SRP312669	sample
SRR14149512	AMPLICON	502	26579394	PRJNA718293	SAMN18629224	Metagenome or environmental	13592497	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"s3	ncbi	gs"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10518446	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	196	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	47.152496	ILLUMINA	26.378999710083	0.96783327171579	36455	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_418_1	L005_418	L005_418	SRP312669	sample
SRR14149513	AMPLICON	502	21918826	PRJNA718293	SAMN18629223	Metagenome or environmental	12053578	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10518445	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	24	NP	52.1365344 N 5.2103806 E	195	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	25.8124548	ILLUMINA	29.7513217926025	0.125499107525684	26258	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_293_1	L005_293	L005_293	SRP312669	sample
SRR14149514	AMPLICON	502	31838346	PRJNA718293	SAMN18629222	Metagenome or environmental	15601794	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"gs	s3	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10518444	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	194	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	55.768046	ILLUMINA	20.9726448059082	99.0324541926384	48395	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_485_1	L005_485	L005_485	SRP312669	sample
SRR14149515	AMPLICON	502	27847948	PRJNA718293	SAMN18629221	Metagenome or environmental	15196213	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	gs	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10518443	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	193	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	27.7284576	ILLUMINA	29.2053508758545	0.170233848621137	35823	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_359_1	L005_359	L005_359	SRP312669	sample
SRR14149516	AMPLICON	502	27168240	PRJNA718293	SAMN18531159	Metagenome or environmental	13376234	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"gs	s3	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10518442	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	B2	26	NA	52.1365344 N 5.2103806 E	192	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	10.7966217	ILLUMINA	30.6850452423096	0.0645559775875881	41745	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	iso_co_26_B2_1	NA	NA	SRP312669	iso_co
SRR14149517	AMPLICON	502	31069784	PRJNA718293	SAMN18629219	Metagenome or environmental	16544995	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10518441	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	191	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	59.841172	ILLUMINA	25.3331069946289	1.92052323836833	37749	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_398_1	L005_398	L005_398	SRP312669	sample
SRR14149518	AMPLICON	502	25211444	PRJNA718293	SAMN18629048	Metagenome or environmental	13124914	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	s3	gs"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10518440	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	20	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	41.1142834	ILLUMINA	26.0684928894043	1.18620099965483	33269	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_429_1	L005_429	L005_429	SRP312669	sample
SRR14149519	AMPLICON	502	24209452	PRJNA718293	SAMN18629218	Metagenome or environmental	13269282	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"s3	ncbi	gs"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10518439	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	190	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	37.9673502	ILLUMINA	27.4313716888428	0.464521261164919	31420	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_313_1	L005_313	L005_313	SRP312669	sample
SRR14149520	AMPLICON	502	35456762	PRJNA718293	SAMN18629217	Metagenome or environmental	19786914	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"ncbi	s3	gs"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10518438	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	189	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	56.031942	ILLUMINA	25.2568798065186	2.26334063336253	38885	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_357_1	L005_357	L005_357	SRP312669	sample
SRR14149521	AMPLICON	502	21612104	PRJNA718293	SAMN18629216	Metagenome or environmental	12118727	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"s3	ncbi	gs"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10518437	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	188	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	24.8385138	ILLUMINA	29.2267169952393	0.179539434611797	25183	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_527_1	L005_527	L005_527	SRP312669	sample
SRR14149522	AMPLICON	502	20731094	PRJNA718293	SAMN18629215	Metagenome or environmental	11476086	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"s3	ncbi	gs"	"gs.US	ncbi.public	s3.us-east-1"	NA	NA	NA	SRX10518436	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	187	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	25.4708318	ILLUMINA	29.3851680755615	0.305141729768366	25597	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_460_1	L005_460	L005_460	SRP312669	sample
SRR14149523	AMPLICON	502	26456906	PRJNA718293	SAMN18629214	Metagenome or environmental	13756260	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"s3	gs	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10518435	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	186	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	35.5197308	ILLUMINA	28.602029800415	0.225535855861381	33005	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_394_1	L005_394	L005_394	SRP312669	sample
SRR14149524	AMPLICON	502	26609012	PRJNA718293	SAMN18629213	Metagenome or environmental	14313077	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10518434	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	185	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	24.1511106	ILLUMINA	29.4419002532959	0.115632530651055	34252	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_334_1	L005_334	L005_334	SRP312669	sample
SRR14149525	AMPLICON	502	35785572	PRJNA718293	SAMN18629212	Metagenome or environmental	17044378	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10518433	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	184	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	68.84747	ILLUMINA	22.3215618133545	13.8160595670342	53171	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_420_1	L005_420	L005_420	SRP312669	sample
SRR14149526	AMPLICON	502	22846522	PRJNA718293	SAMN18629211	Metagenome or environmental	11245814	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"ncbi	gs	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10518432	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	183	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	23.438065	ILLUMINA	28.0799674987793	0.388963206205517	35469	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_529_1	L005_529	L005_529	SRP312669	sample
SRR14149527	AMPLICON	502	25708424	PRJNA718293	SAMN18629210	Metagenome or environmental	13851032	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"s3	gs	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10518431	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	182	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	41.2873108	ILLUMINA	27.2688236236572	0.540247128810734	30083	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_421_1	L005_421	L005_421	SRP312669	sample
SRR14149528	AMPLICON	502	27327876	PRJNA718293	SAMN18629209	Metagenome or environmental	14434287	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"ncbi	s3	gs"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10518430	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	181	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	34.264695	ILLUMINA	28.7052478790283	0.236249732552096	37519	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_367_1	L005_367	L005_367	SRP312669	sample
SRR14149529	AMPLICON	502	37819174	PRJNA718293	SAMN18629047	Metagenome or environmental	18690545	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"s3	ncbi	gs"	"gs.US	ncbi.public	s3.us-east-1"	NA	NA	NA	SRX10518429	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	19	PAIRED	PCR	METAGENOMIC	51	NA	metagenome	NA	48.350378	ILLUMINA	27.4765605926514	0.471496925456449	53319	2021-12-14T00:00:00Z	2021-04-06T05:46:00Z	1	L005_397_1	L005_397	L005_397	SRP312669	sample
