Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Source_material_ID	SRA Study	type	comment
SRR9975072	SAMN12574913	AMPLICON	602	18002810	PRJNA559766	Metagenome or environmental	10529213	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722395	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR139-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR139-P2_S259_L001	PHMOR-0139	SRP218488	PH	non-tonsillitis
SRR9975071	SAMN12574914	AMPLICON	602	17536862	PRJNA559766	Metagenome or environmental	10734419	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722396	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR142-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR142-P2_S200_L001	PHMOR-0142	SRP218488	PH	non-tonsillitis
SRR9975070	SAMN12574915	AMPLICON	602	26845588	PRJNA559766	Metagenome or environmental	15055263	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722397	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR143-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR143-P2_S212_L001	PHMOR-0143	SRP218488	PH	non-tonsillitis
SRR9975106	SAMN12574916	AMPLICON	602	18960592	PRJNA559766	Metagenome or environmental	11163452	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722361	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR160-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR160-P2_S226_L001	PHMOR-0160	SRP218488	PH	non-tonsillitis
SRR9975107	SAMN12574917	AMPLICON	602	23822946	PRJNA559766	Metagenome or environmental	14095089	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722360	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR161-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR161-P2_S238_L001	PHMOR-0161	SRP218488	PH	non-tonsillitis
SRR9975108	SAMN12574918	AMPLICON	602	22311926	PRJNA559766	Metagenome or environmental	12699871	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722359	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR162-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR162-P2_S250_L001	PHMOR-0162	SRP218488	PH	non-tonsillitis
SRR9975109	SAMN12574919	AMPLICON	602	22482292	PRJNA559766	Metagenome or environmental	12719991	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722358	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR165-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR165-P2_S286_L001	PHMOR-0165	SRP218488	PH	non-tonsillitis
SRR9975110	SAMN12574920	AMPLICON	602	22169854	PRJNA559766	Metagenome or environmental	13556831	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722357	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR166-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR166-P2_S203_L001	PHMOR-0166	SRP218488	PH	non-tonsillitis
SRR9975111	SAMN12574921	AMPLICON	602	21910994	PRJNA559766	Metagenome or environmental	12203624	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722356	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR176-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR176-P3_S349_L001	PHMOR-0176	SRP218488	PH	non-tonsillitis
SRR9975112	SAMN12574922	AMPLICON	602	24040870	PRJNA559766	Metagenome or environmental	13370922	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722355	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR179-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR179-P3_S290_L001	PHMOR-0179	SRP218488	PH	non-tonsillitis
SRR9975113	SAMN12574923	AMPLICON	602	26419372	PRJNA559766	Metagenome or environmental	14656571	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722354	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR183-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR183-P3_S338_L001	PHMOR-0183	SRP218488	PH	non-tonsillitis
SRR9975104	SAMN12574924	AMPLICON	602	24947482	PRJNA559766	Metagenome or environmental	14155205	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722363	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR184-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR184-P3_S350_L001	PHMOR-0184	SRP218488	PH	non-tonsillitis
SRR9975105	SAMN12574925	AMPLICON	602	21290934	PRJNA559766	Metagenome or environmental	12259425	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722362	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR185-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR185-P3_S362_L001	PHMOR-0185	SRP218488	PH	non-tonsillitis
SRR9975135	SAMN12574926	AMPLICON	602	22445570	PRJNA559766	Metagenome or environmental	12661674	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722332	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR193-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR193-P3_S363_L001	PHMOR-0193	SRP218488	PH	non-tonsillitis
SRR9975134	SAMN12574927	AMPLICON	602	20238638	PRJNA559766	Metagenome or environmental	11576567	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722333	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR195-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR195-P3_S292_L001	PHMOR-0195	SRP218488	PH	non-tonsillitis
SRR9975137	SAMN12574928	AMPLICON	602	24095652	PRJNA559766	Metagenome or environmental	13224102	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722330	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR206-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR206-P3_S341_L001	PHMOR-0206	SRP218488	PH	non-tonsillitis
SRR9975136	SAMN12574929	AMPLICON	602	26774552	PRJNA559766	Metagenome or environmental	14824938	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722331	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR207-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR207-P3_S353_L001	PHMOR-0207	SRP218488	PH	non-tonsillitis
SRR9975131	SAMN12574930	AMPLICON	602	22181292	PRJNA559766	Metagenome or environmental	12471972	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722336	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR208-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR208-P3_S365_L001	PHMOR-0208	SRP218488	PH	non-tonsillitis
SRR9975130	SAMN12574931	AMPLICON	602	19977972	PRJNA559766	Metagenome or environmental	11568219	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722337	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR211-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR211-P3_S306_L001	PHMOR-0211	SRP218488	PH	non-tonsillitis
SRR9975133	SAMN12574932	AMPLICON	602	21973000	PRJNA559766	Metagenome or environmental	12286184	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722334	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR214-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR214-P3_S342_L001	PHMOR-0214	SRP218488	PH	non-tonsillitis
SRR9975132	SAMN12574933	AMPLICON	602	20974282	PRJNA559766	Metagenome or environmental	12206239	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722335	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR217-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR217-P3_S378_L001	PHMOR-0217	SRP218488	PH	non-tonsillitis
SRR9975139	SAMN12574934	AMPLICON	602	29484756	PRJNA559766	Metagenome or environmental	16448742	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722328	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR218-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR218-P3_S295_L001	PHMOR-0218	SRP218488	PH	non-tonsillitis
SRR9975207	SAMN12574935	AMPLICON	602	23839802	PRJNA559766	Metagenome or environmental	13385366	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722260	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR221-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR221-P3_S331_L001	PHMOR-0221	SRP218488	PH	non-tonsillitis
SRR9975168	SAMN12574936	AMPLICON	602	24487554	PRJNA559766	Metagenome or environmental	13435270	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722299	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR222-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR222-P3_S343_L001	PHMOR-0222	SRP218488	PH	non-tonsillitis
SRR9975169	SAMN12574937	AMPLICON	602	26124392	PRJNA559766	Metagenome or environmental	15022909	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722298	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR223-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR223-P3_S355_L001	PHMOR-0223	SRP218488	PH	non-tonsillitis
SRR9975166	SAMN12574938	AMPLICON	602	21212674	PRJNA559766	Metagenome or environmental	11972600	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722301	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR224-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR224-P3_S367_L001	PHMOR-0224	SRP218488	PH	non-tonsillitis
SRR9975167	SAMN12574939	AMPLICON	602	24376786	PRJNA559766	Metagenome or environmental	14286741	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722300	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR226-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR226-P3_S296_L001	PHMOR-0226	SRP218488	PH	non-tonsillitis
SRR9975164	SAMN12574940	AMPLICON	602	24398458	PRJNA559766	Metagenome or environmental	13701261	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722303	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR230-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR230-P3_S344_L001	PHMOR-0230	SRP218488	PH	non-tonsillitis
SRR9975165	SAMN12574941	AMPLICON	602	22582224	PRJNA559766	Metagenome or environmental	12630758	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722302	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR234-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR234-P3_S297_L001	PHMOR-0234	SRP218488	PH	non-tonsillitis
SRR9975162	SAMN12574942	AMPLICON	602	25143132	PRJNA559766	Metagenome or environmental	14149212	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722305	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR237-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR237-P3_S333_L001	PHMOR-0237	SRP218488	PH	non-tonsillitis
SRR9975163	SAMN12574943	AMPLICON	602	21573874	PRJNA559766	Metagenome or environmental	11923613	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722304	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR241-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR241-P3_S381_L001	PHMOR-0241	SRP218488	PH	non-tonsillitis
SRR9975128	SAMN12574944	AMPLICON	602	19475904	PRJNA559766	Metagenome or environmental	11342697	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722339	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR245-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR245-P3_S334_L001	PHMOR-0245	SRP218488	PH	non-tonsillitis
SRR9975172	SAMN12574945	AMPLICON	602	27979154	PRJNA559766	Metagenome or environmental	15447450	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722295	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR248-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR248-P3_S370_L001	PHMOR-0248	SRP218488	PH	non-tonsillitis
SRR9975011	SAMN12574946	AMPLICON	602	16376808	PRJNA559766	Metagenome or environmental	9155267	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722456	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR253-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR253-P3_S335_L001	PHMOR-0253	SRP218488	PH	non-tonsillitis
SRR9975010	SAMN12574947	AMPLICON	602	21743036	PRJNA559766	Metagenome or environmental	12146486	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722457	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR254-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR254-P3_S347_L001	PHMOR-0254	SRP218488	PH	non-tonsillitis
SRR9975009	SAMN12574948	AMPLICON	602	25190690	PRJNA559766	Metagenome or environmental	15976777	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722458	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR259-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR259-P4_S37_L001	PHMOR-0259	SRP218488	PH	non-tonsillitis
SRR9975008	SAMN12574949	AMPLICON	602	30754976	PRJNA559766	Metagenome or environmental	19588006	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722459	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR260-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR260-P4_S49_L001	PHMOR-0260	SRP218488	PH	non-tonsillitis
SRR9975206	SAMN12574950	AMPLICON	602	29290310	PRJNA559766	Metagenome or environmental	18558292	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722261	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR261-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR261-P4_S61_L001	PHMOR-0261	SRP218488	PH	non-tonsillitis
SRR9975049	SAMN12574951	AMPLICON	602	27658288	PRJNA559766	Metagenome or environmental	17506755	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722418	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR264-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR264-P4_S2_L001	PHMOR-0264	SRP218488	PH	non-tonsillitis
SRR9975013	SAMN12574952	AMPLICON	602	14345660	PRJNA559766	Metagenome or environmental	9906528	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722454	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR266-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR266-P4_S26_L001	PHMOR-0266	SRP218488	PH	non-tonsillitis
SRR9975012	SAMN12574953	AMPLICON	602	32293688	PRJNA559766	Metagenome or environmental	20241301	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722455	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR268-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR268-P4_S50_L001	PHMOR-0268	SRP218488	PH	non-tonsillitis
SRR9975142	SAMN12574954	AMPLICON	602	27915342	PRJNA559766	Metagenome or environmental	18181501	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722325	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR273-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR273-P4_S15_L001	PHMOR-0273	SRP218488	PH	non-tonsillitis
SRR9975127	SAMN12574955	AMPLICON	602	30780260	PRJNA559766	Metagenome or environmental	19405489	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722340	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR274-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR274-P4_S27_L001	PHMOR-0274	SRP218488	PH	non-tonsillitis
SRR9975021	SAMN12574956	AMPLICON	602	34661956	PRJNA559766	Metagenome or environmental	21986123	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722446	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR275-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR275-P4_S39_L001	PHMOR-0275	SRP218488	PH	non-tonsillitis
SRR9975125	SAMN12574957	AMPLICON	602	34779346	PRJNA559766	Metagenome or environmental	21993117	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722342	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR279-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR279-P4_S87_L001	PHMOR-0279	SRP218488	PH	non-tonsillitis
SRR9975129	SAMN12574958	AMPLICON	602	24495982	PRJNA559766	Metagenome or environmental	15978521	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722338	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR280-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR280-P4_S4_L001	PHMOR-0280	SRP218488	PH	non-tonsillitis
SRR9975022	SAMN12574959	AMPLICON	602	33035954	PRJNA559766	Metagenome or environmental	21276121	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722445	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR288-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR288-P4_S17_L001	PHMOR-0288	SRP218488	PH	non-tonsillitis
SRR9975016	SAMN12574960	AMPLICON	602	30018128	PRJNA559766	Metagenome or environmental	18959389	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722451	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR292-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR292-P4_S65_L001	PHMOR-0292	SRP218488	PH	non-tonsillitis
