Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	datenum	collectiontime	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	included_in_final_analysis	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	ScalingFactor	Seq_run	SRA Study	storage	time	timenum	feature.id2	IndividID2	Storage2	Seq_run2	Seq_depth_nospikein	HoursTilFrozen	scaling_factor	SampleDate	SampleTime	SampleTimeCat	HoursAfterSunrise	Month	Year	Season	AgeAtSamplingYears	AgeCat	Sex	GroupAtSampling	Condition_weight	SocialStatus	HoursSinceForagingStart	Temp_max	Temp_min	HourlyTemp	sum_rainfall_month	Bacterial_load	Observed	Shannon	MDS1_WU	MDS2_WU	MDS3_WU	MDS4_WU	MDS1_UU	MDS2_UU	MDS3_UU	MDS4_UU
SRR15930080	Sample148	AMPLICON	501	19160906	PRJNA764180	SAMN21470102	Metagenome or environmental	12160496	ULM UNIVERSITY	12/17/05	38703	1899-12-30 08:03:00	public	"fastq	sra"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219969	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799301 E	Feature157	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature157	5.333437283	RUN1	SRP337608	FROZEN	8:03:00	0.34	Feature157	ID 8	FROZEN	RUN1	21719	2.63403982	5.333437283	12/17/05	1899-12-30 08:03:00	MORNING	2.385555556	12	2005	WET SUMMER	5.192	OLD	M	Group 5	5.379264558	Subordinate	1.272705014	37.3	18.7	24.3	3.4	115841	102	2.818355679	-0.176853134	0.034220437	-0.026401815	0.013787558	0.11650262	-0.120877681	-0.051052721	-0.029936284
SRR15930079	Sample149	AMPLICON	501	16022045	PRJNA764180	SAMN21470103	Metagenome or environmental	9542653	ULM UNIVERSITY	12/18/05	38704	1899-12-30 08:47:00	public	"fastq	sra"	"gs	ncbi	s3"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219970	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799302 E	Feature158	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature158	8.869086719	RUN1	SRP337608	FROZEN	8:47:00	0.37	Feature158	ID 38	FROZEN	RUN1	19134	1.900706487	8.869086719	12/18/05	1899-12-30 08:47:00	MORNING	3.112777778	12	2005	WET SUMMER	6.381	OLD	M	Group 7	-70.51959982	Subordinate	2.006038347	33.5	16.1	22.4	3.4	169699	101	2.93339474	0.024769644	-0.034095629	-0.173525833	-0.028246976	0.062180368	-0.164777281	-0.058366902	-0.011119487
SRR15929979	Sample15	AMPLICON	501	23042070	PRJNA764180	SAMN21469965	Metagenome or environmental	14510927	ULM UNIVERSITY	12/7/02	37597	1899-12-30 08:20:00	public	"sra	fastq"	"gs	s3	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220070	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799179 E	Feature20	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature20	5.36971917	RUN1	SRP337608	FROZEN	8:20:00	0.35	Feature20	ID 7	FROZEN	RUN1	26025	2.350706487	5.36971917	12/7/02	1899-12-30 08:20:00	MORNING	2.710277778	12	2002	WET SUMMER	2.753	MIDDLEAGED	M	Group 36	65.03297754	Subordinate	1.556038347	32.8	16.6	21.3	12.6	139749	71	2.507345316	-0.199040522	0.067948254	-0.06298059	0.02447923	-0.156554156	-0.249865687	-0.041387274	-0.056858161
SRR15930078	Sample150	AMPLICON	501	16791993	PRJNA764180	SAMN21470104	Metagenome or environmental	10006451	ULM UNIVERSITY	12/22/05	38708	1899-12-30 07:53:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12219971	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799303 E	Feature159	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature159	2.255282051	RUN2	SRP337608	FREEZEDRIED	7:53:00	0.33	Feature159	ID 9	FREEZEDRIED	RUN2	21966	2.800706487	2.255282051	12/22/05	1899-12-30 07:53:00	MORNING	2.183888889	12	2005	WET SUMMER	2.041	MIDDLEAGED	M	Group 5	-48.12727912	Subordinate	1.106038347	34.8	11.7	21.9	5	49546	181	3.337989628	0.130307571	-0.029671502	0.037785394	-0.035048257	0.21582297	0.043179723	-0.061718855	-0.027880589
SRR15930077	Sample151	AMPLICON	501	26962911	PRJNA764180	SAMN21470105	Metagenome or environmental	16164559	ULM UNIVERSITY	12/22/05	38708	1899-12-30 08:35:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12219972	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799304 E	Feature160	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature160	6.391487595	RUN2	SRP337608	FROZEN	8:35:00	0.36	Feature160	ID 27	FROZEN	RUN2	35534	2.100706487	6.391487595	12/22/05	1899-12-30 08:35:00	MORNING	2.883888889	12	2005	WET SUMMER	0.89	YOUNG	M	Group 5	-27.76264628	Subordinate	1.806038347	34.8	11.7	26.5	5	227120	231	3.661280287	-0.003110556	-0.019289092	0.06178236	-0.04558605	0.214941594	0.072147993	0.036460616	-0.025781554
SRR15930043	Sample152	AMPLICON	501	64156196	PRJNA764180	SAMN21470106	Metagenome or environmental	37950591	ULM UNIVERSITY	12/21/97	35785	1899-12-30 19:51:00	public	"fastq	sra"	"ncbi	s3	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220006	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800286 E	Feature161	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature161	0.070543699	RUN4	SRP337608	FROZEN	19:51:00	0.83	Feature161	ID 3	FROZEN	RUN4	41800	1.064648991	0.070543699	12/21/97	1899-12-30 19:51:00	AFTERNOON	14.15777778	12	1997	WET SUMMER	0.134	YOUNG	M	Group 39	-72.86129982	Subordinate	1.525065822	36	21.9	30.5	0	2948	174	3.121330551	0.089588004	0.083591615	0.046938987	0.019763717	-0.225594453	-0.073421833	0.015534012	0.082796179
SRR15930042	Sample153	AMPLICON	501	19772272	PRJNA764180	SAMN21470107	Metagenome or environmental	11764962	ULM UNIVERSITY	1/6/06	38723	1899-12-30 06:47:00	public	"sra	fastq"	"ncbi	s3	gs"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220007	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799305 E	Feature162	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature162	6.071913215	RUN1	SRP337608	FROZEN	6:47:00	0.28	Feature162	ID 37	FROZEN	RUN1	23331	4.274972811	6.071913215	1/6/06	1899-12-30 06:47:00	MORNING	0.932222222	1	2006	WET SUMMER	3.118	MIDDLEAGED	F	Group 7	20.40253182	Dominant	0	36.1	23.9	26.1	23	141658	125	2.643397426	-0.174348523	0.034055091	0.03474175	0.056181595	0.106562722	-0.076407021	-0.076354476	-0.081651324
SRR15930041	Sample154	AMPLICON	501	17527411	PRJNA764180	SAMN21470108	Metagenome or environmental	10417316	ULM UNIVERSITY	1/8/06	38725	1899-12-30 19:17:00	public	"fastq	sra"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220008	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799306 E	Feature163	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature163	0.589726349	RUN1	SRP337608	FROZEN	19:17:00	0.8	Feature163	ID 51	FROZEN	RUN1	11790	1.776086957	0.589726349	1/8/06	1899-12-30 19:17:00	AFTERNOON	13.40805556	1	2006	WET SUMMER	3.332	MIDDLEAGED	M	Group 6	85.6433204	Dominant	0.829160444	34.6	21.5	29	24	6956	144	3.839915945	0.143213257	0.039667256	-0.008063144	-0.028977996	-0.318151472	0.146378654	-0.082343192	0.059823422
SRR15930040	Sample155	AMPLICON	501	12587372	PRJNA764180	SAMN21470109	Metagenome or environmental	7428539	ULM UNIVERSITY	1/14/06	38731	1899-12-30 19:03:00	public	"fastq	sra"	"gs	s3	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220009	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799307 E	Feature164	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature164	5.059927679	RUN1	SRP337608	FROZEN	19:03:00	0.79	Feature164	ID 79	FROZEN	RUN1	14732	2.00942029	5.059927679	1/14/06	1899-12-30 19:03:00	AFTERNOON	13.09805556	1	2006	WET SUMMER	7.948	OLD	M	Group 11	79.68975183	Dominant	0.59582711	26.9	23.4	33.12916248	47	74537	100	3.71455689	0.082359668	-0.010906489	0.010543887	0.044673809	-0.116591001	-0.092162024	0.025748204	-0.137438202
SRR15930039	Sample156	AMPLICON	501	15939235	PRJNA764180	SAMN21470110	Metagenome or environmental	9116519	ULM UNIVERSITY	1/31/06	38748	1899-12-30 09:50:00	public	"sra	fastq"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220010	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799308 E	Feature165	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature165	2.384739329	RUN2	SRP337608	FREEZEDRIED	9:50:00	0.41	Feature165	ID 83	FREEZEDRIED	RUN2	23006	1.224972811	2.384739329	1/31/06	1899-12-30 09:50:00	MORNING	3.651388889	1	2006	WET SUMMER	0.899	YOUNG	M	Group 36	68.79724024	Subordinate	2.586197411	34.1	19.3	27.7	31	54869	99	2.072881078	-0.187477386	0.207062294	0.070045338	-0.000473184	-0.35046119	0.035876615	-0.019082345	0.057532199
SRR15930038	Sample157	AMPLICON	501	25600630	PRJNA764180	SAMN21470111	Metagenome or environmental	14742196	ULM UNIVERSITY	2/3/06	38751	1899-12-30 08:05:00	public	"sra	fastq"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220011	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799309 E	Feature166	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature166	0.661373036	RUN3	SRP337608	FROZEN	8:05:00	0.34	Feature166	ID 87	FROZEN	RUN3	29479	3.448331298	0.661373036	2/3/06	1899-12-30 08:05:00	MORNING	1.861388889	2	2006	WET SUMMER	0.416	YOUNG	M	Group 36	94.45533252	Subordinate	0.387136364	34.4	21.2	23.3	31	19505	191	1.766624875	0.114288012	-0.055069344	-0.232636398	0.051330523	-0.107678761	-0.095802842	0.006983359	-0.036103001
SRR15930037	Sample158	AMPLICON	501	19350815	PRJNA764180	SAMN21470112	Metagenome or environmental	10821798	ULM UNIVERSITY	2/3/06	38751	1899-12-30 08:05:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12220012	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799310 E	Feature167	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature167	6.239910814	RUN3	SRP337608	FROZEN	8:05:00	0.34	Feature167	ID 84	FROZEN	RUN3	25397	3.448331298	6.239910814	2/3/06	1899-12-30 08:05:00	MORNING	1.861388889	2	2006	WET SUMMER	0.907	YOUNG	M	Group 36	76.55699223	Subordinate	0.387136364	34.4	21.2	23.3	31	158469	145	3.274438094	-0.127564838	-0.014513089	0.027025803	0.118517643	0.177730222	-0.111219736	-0.050856001	-0.100687956
SRR15930036	Sample159	AMPLICON	501	29855518	PRJNA764180	SAMN21470113	Metagenome or environmental	18099986	ULM UNIVERSITY	2/3/06	38751	1899-12-30 08:05:00	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220013	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799311 E	Feature168	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature168	4.65692459	RUN1	SRP337608	FROZEN	8:05:00	0.34	Feature168	ID 70	FROZEN	RUN1	30675	3.448331298	4.65692459	2/3/06	1899-12-30 08:05:00	MORNING	1.861388889	2	2006	WET SUMMER	7.373	OLD	F	Group 36	210.5984094	Subordinate	0.387136364	34.4	21.2	23.3	31	142849	109	3.483526176	-0.082814762	0.019305858	0.013807903	0.134032863	-0.046457049	-0.204587578	-0.043529751	-0.146666686
SRR15929967	Sample16	AMPLICON	501	17568730	PRJNA764180	SAMN21469966	Metagenome or environmental	10616934	ULM UNIVERSITY	12/14/02	37604	1899-12-30 08:19:00	public	"fastq	sra"	"gs	s3	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220082	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799180 E	Feature21	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature21	2.428765286	RUN1	SRP337608	FROZEN	8:19:00	0.35	Feature21	ID 63	FROZEN	RUN1	18346	2.367373154	2.428765286	12/14/02	1899-12-30 08:19:00	MORNING	2.669722222	12	2002	WET SUMMER	3.29	MIDDLEAGED	F	Group 26	174.1058001	Subordinate	1.53937168	33.2	16.4	23	39.6	44557	62	2.365331307	-0.137086299	0.078473382	-0.111861469	-0.010098783	-0.206745275	-0.267919759	0.022878209	0.012821346
SRR15930035	Sample160	AMPLICON	501	11796400	PRJNA764180	SAMN21470114	Metagenome or environmental	7060600	ULM UNIVERSITY	2/3/06	38751	1899-12-30 08:05:00	public	"sra	fastq"	"ncbi	gs	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220014	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799312 E	Feature169	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature169	10.88756852	RUN3	SRP337608	FROZEN	8:05:00	0.34	Feature169	ID 85	FROZEN	RUN3	13889	3.448331298	10.88756852	2/3/06	1899-12-30 08:05:00	MORNING	1.861388889	2	2006	WET SUMMER	0.416	YOUNG	M	Group 36	100.8719166	Subordinate	0.387136364	34.4	21.2	23.3	31	151216	100	2.981034322	-0.144816308	0.024278608	0.07077924	0.151462976	0.10980335	-0.14037908	-0.072770239	-0.023005561
SRR15930034	Sample161	AMPLICON	501	16177424	PRJNA764180	SAMN21470115	Metagenome or environmental	10039904	ULM UNIVERSITY	2/3/06	38751	1899-12-30 08:05:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220015	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799313 E	Feature170	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature170	7.589891519	RUN2	SRP337608	FREEZEDRIED	8:05:00	0.34	Feature170	ID 5	FREEZEDRIED	RUN2	16104	3.448331298	7.589891519	2/3/06	1899-12-30 08:05:00	MORNING	1.861388889	2	2006	WET SUMMER	6.233	OLD	M	Group 36	57.48242207	Dominant	0.387136364	34.4	21.2	23.3	31	122230	83	3.409416458	0.082427242	-0.038376344	-0.00839005	0.141084316	-0.121476647	-0.18144523	0.01388054	-0.049915115
SRR15930032	Sample162	AMPLICON	501	15286997	PRJNA764180	SAMN21470116	Metagenome or environmental	8988787	ULM UNIVERSITY	2/3/06	38751	1899-12-30 08:05:00	public	"sra	fastq"	"gs	ncbi	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220017	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799314 E	Feature171	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature171	7.079360699	RUN3	SRP337608	FROZEN	8:05:00	0.34	Feature171	ID 71	FROZEN	RUN3	19074	3.448331298	7.079360699	2/3/06	1899-12-30 08:05:00	MORNING	1.861388889	2	2006	WET SUMMER	1.132	MIDDLEAGED	F	Group 36	60.53779464	Subordinate	0.387136364	34.4	21.2	23.3	31	135031	145	3.504283994	0.084341829	-0.023173451	-0.030736578	0.084296353	0.109097624	-0.033946536	-0.041061626	-0.172838204
SRR15930031	Sample163	AMPLICON	501	31296822	PRJNA764180	SAMN21470117	Metagenome or environmental	20019257	ULM UNIVERSITY	4/19/06	38826	1899-12-30 10:55:00	public	"fastq	sra"	"s3	ncbi	gs"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220018	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799315 E	Feature172	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature172	5.558793788	RUN1	SRP337608	FROZEN	10:55:00	0.45	Feature172	ID 79	FROZEN	RUN1	37299	1.527462121	5.558793788	4/19/06	1899-12-30 10:55:00	MORNING	3.973055556	4	2006	WET SUMMER	8.208	OLD	M	Group 11	59.36365962	Dominant	2.381191478	27.9	10.2	20.3	8.2	207340	83	2.410240086	-0.172988695	0.02910567	-0.113552343	-0.040648088	0.038924928	-0.220549944	-0.036685183	-0.044373258
SRR15930030	Sample164	AMPLICON	501	18391018	PRJNA764180	SAMN21470118	Metagenome or environmental	10237938	ULM UNIVERSITY	6/24/06	38892	1899-12-30 09:05:00	public	"sra	fastq"	"s3	gs	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220019	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799316 E	Feature173	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature173	4.187526355	RUN3	SRP337608	FROZEN	9:05:00	0.38	Feature173	ID 30	FROZEN	RUN3	24988	4.274043944	4.187526355	6/24/06	1899-12-30 09:05:00	MORNING	1.618888889	6	2006	DRY WINTER	0.562	YOUNG	M	Group 5	197.7636841	Subordinate	0	23.38571429	4.038095238	10.91383928	0	104641	69	2.341872534	-0.074615298	0.001980767	-0.215975468	0.042235625	-0.205651847	-0.232243957	-0.014441563	-0.066766693
SRR15930029	Sample165	AMPLICON	501	24856798	PRJNA764180	SAMN21470119	Metagenome or environmental	13875032	ULM UNIVERSITY	6/24/06	38892	1899-12-30 09:25:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220020	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799317 E	Feature174	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature174	3.275305884	RUN3	SRP337608	FROZEN	9:25:00	0.39	Feature174	ID 44	FROZEN	RUN3	33830	3.94071061	3.275305884	6/24/06	1899-12-30 09:25:00	MORNING	1.952222222	6	2006	DRY WINTER	2.584	MIDDLEAGED	F	Group 5	90.78577667	Dominant	0.08013267	23.38571429	4.038095238	10.91383928	0	110804	134	3.061613798	-0.101881948	-0.018358778	-0.124798093	0.057835938	0.037847526	-0.134931701	-0.044633713	-0.15957742
SRR15930028	Sample166	AMPLICON	501	22796070	PRJNA764180	SAMN21470120	Metagenome or environmental	13522839	ULM UNIVERSITY	6/24/06	38892	1899-12-30 09:26:00	public	"fastq	sra"	"ncbi	s3	gs"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220021	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799318 E	Feature175	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature175	11.69405508	RUN1	SRP337608	FROZEN	9:26:00	0.39	Feature175	ID 8	FROZEN	RUN1	26292	3.924043944	11.69405508	6/24/06	1899-12-30 09:26:00	MORNING	1.968888889	6	2006	DRY WINTER	5.71	OLD	M	Group 5	-9.329748479	Subordinate	0.096799337	23.38571429	4.038095238	10.91383928	0	307458	192	4.200233702	0.083389511	-0.117106148	-0.03534998	0.077080566	0.240443228	0.030021392	-0.019031929	0.002084452
SRR15930027	Sample167	AMPLICON	501	21586152	PRJNA764180	SAMN21470121	Metagenome or environmental	11407380	ULM UNIVERSITY	7/2/06	38900	1899-12-30 12:01:00	public	"sra	fastq"	"ncbi	gs	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220022	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799319 E	Feature176	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature176	3.587948718	RUN3	SRP337608	FROZEN	12:01:00	0.5	Feature176	ID 77	FROZEN	RUN3	29287	1.383063707	3.587948718	7/2/06	1899-12-30 12:01:00	MORNING	4.539444444	7	2006	DRY WINTER	0.17	YOUNG	F	Group 36	15.80111318	Subordinate	2.651917831	22.6	3.4	18.9	9	105082	60	2.141302632	-0.246587542	0.098886519	-0.022764257	-0.005302491	-0.138620438	-0.294221392	0.001120701	0.099657745
SRR15930026	Sample168	AMPLICON	501	20127345	PRJNA764180	SAMN21470122	Metagenome or environmental	11324066	ULM UNIVERSITY	7/2/06	38900	1899-12-30 12:01:00	public	"fastq	sra"	"gs	s3	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	SRX12220023	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799320 E	Feature177	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature177	0.380776034	RUN3	SRP337608	FROZEN	12:01:00	0.5	Feature177	ID 86	FROZEN	RUN3	16520	1.383063707	0.380776034	7/2/06	1899-12-30 12:01:00	MORNING	4.539444444	7	2006	DRY WINTER	0.825	YOUNG	M	Group 36	73.1074628	Subordinate	2.651917831	22.6	3.4	18.9	9	6301	234	3.606055626	0.011501092	0.14227621	0.113470422	0.004793976	-0.125147034	-0.030300026	0.03738771	-0.136602784
SRR15930024	Sample169	AMPLICON	501	65278851	PRJNA764180	SAMN21470124	Metagenome or environmental	38424822	ULM UNIVERSITY	7/2/06	38900	1899-12-30 12:15:00	public	"sra	fastq"	"gs	s3	ncbi"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220025	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800254 E	Feature179	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature179	0.419978036	RUN4	SRP337608	FROZEN	12:15:00	0.51	Feature179	ID 78	FROZEN	RUN4	42662	1.149730374	0.419978036	7/2/06	1899-12-30 12:15:00	MORNING	4.772777778	7	2006	DRY WINTER	0.17	YOUNG	F	Group 36	11.61956439	Subordinate	2.885251164	22.6	3.4	18.9	9	17933	474	3.606013103	-0.107523306	0.177501967	0.096990374	-0.026175696	-0.218619365	0.0659615	0.070691483	-0.011647505
SRR15930025	Sample169	AMPLICON	501	16596019	PRJNA764180	SAMN21470123	Metagenome or environmental	9575851	ULM UNIVERSITY	7/1/06	38899		public	"fastq	sra"	"ncbi	s3	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220024	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	FALSE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799321 E	Feature178	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature178		RUN3	SRP337608	FROZEN			Feature179	ID 78	FROZEN	RUN4	42662	1.149730374	0.419978036	7/2/06	1899-12-30 12:15:00	MORNING	4.772777778	7	2006	DRY WINTER	0.17	YOUNG	F	Group 36	11.61956439	Subordinate	2.885251164	22.6	3.4	18.9	9	17933	474	3.606013103	-0.107523306	0.177501967	0.096990374	-0.026175696	-0.218619365	0.0659615	0.070691483	-0.011647505
SRR15929956	Sample17	AMPLICON	501	24286705	PRJNA764180	SAMN21469967	Metagenome or environmental	14723397	ULM UNIVERSITY	12/15/02	37605	1899-12-30 18:25:00	public	"sra	fastq"	"ncbi	s3	gs"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220093	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799181 E	Feature22	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature22	0.307618362	RUN1	SRP337608	FREEZEDRIED	18:25:00	0.77	Feature22	ID 35	FREEZEDRIED	RUN1	22475	2.497982324	0.307618362	12/15/02	1899-12-30 18:25:00	AFTERNOON	12.76472222	12	2002	WET SUMMER	3.904	MIDDLEAGED	M	Group 40	13.36812371	Subordinate	0.091732489	35.7	17.3	34.6	39.6	6920	293	4.237084261	0.197666462	0.184866171	0.062818763	-0.031911987	-0.196838848	0.144945319	0.031345215	-0.061803406
SRR15930023	Sample170	AMPLICON	501	36387831	PRJNA764180	SAMN21470125	Metagenome or environmental	20638052	ULM UNIVERSITY	7/2/06	38900	1899-12-30 17:10:00	public	"fastq	sra"	"gs	ncbi	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220026	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799322 E	Feature180	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature180	0.414138887	RUN3	SRP337608	FROZEN	17:10:00	0.72	Feature180	ID 83	FROZEN	RUN3	37830	1.946470313	0.414138887	7/2/06	1899-12-30 17:10:00	AFTERNOON	9.689444444	7	2006	DRY WINTER	1.315	MIDDLEAGED	M	Group 36	-15.59255125	Subordinate	0.663497416	22.6	3.4	20	9	15663	322	3.148615009	0.18061121	0.112777827	0.060091731	0.077577191	-0.132861475	-0.006344738	0.028092608	-0.156115134
